ClientIP,RequestCountByIP,AverageBytesByIP,Hour,Anomaly
29.132.108.8,1,4058.0,9.0,Normal
29.134.230.139,67,6225.2835820895525,14.880597014925373,Anomaly
29.136.101.151,1,2780.0,11.0,Normal
29.137.19.184,1,3420.0,8.0,Normal
29.146.189.21,1,4182.0,23.0,Normal
29.150.125.246,1,2783.0,19.0,Normal
29.162.214.67,1,3382.0,2.0,Normal
29.164.202.225,1,3914.0,13.0,Normal
29.172.123.248,1,5232.0,0.0,Normal
29.184.64.26,1,4826.0,0.0,Normal
29.185.75.171,1,3946.0,13.0,Normal
29.187.42.124,1,3901.0,11.0,Normal
29.19.190.190,1,4110.0,19.0,Normal
29.191.127.1,1,3468.0,17.0,Normal
29.195.249.45,1,4268.0,21.0,Normal
29.2.2.177,1,3517.0,0.0,Normal
29.20.4.184,1,3896.0,16.0,Normal
29.201.208.207,1,2794.0,11.0,Normal
29.201.253.83,1,4096.0,5.0,Normal
29.203.98.182,1,4048.0,14.0,Normal
29.209.166.96,1,4070.0,16.0,Normal
29.214.124.251,1,3637.0,17.0,Normal
29.226.112.141,1,4298.0,11.0,Normal
29.237.148.127,1,3447.0,8.0,Normal
29.245.45.240,4,2776.5,18.75,Anomaly
29.248.196.133,1,4073.0,20.0,Normal
29.250.172.214,1,4265.0,18.0,Normal
29.253.123.49,1,4040.0,17.0,Normal
29.32.225.146,1,7162.0,23.0,Anomaly
29.34.184.234,1,4039.0,12.0,Normal
29.43.97.206,1,2782.0,20.0,Normal
29.47.203.64,1,4161.0,1.0,Normal
29.48.61.81,1,4065.0,10.0,Normal
29.49.14.47,1,3071.0,16.0,Normal
29.49.164.206,1,4048.0,22.0,Normal
29.52.2.76,1,6575.0,0.0,Anomaly
29.60.17.76,1,3432.0,20.0,Normal
29.64.169.195,1,4128.0,14.0,Normal
29.66.108.244,1,3458.0,13.0,Normal
29.67.65.209,1,5174.0,20.0,Normal
29.71.128.102,1,4056.0,20.0,Normal
29.86.194.86,1,3052.0,1.0,Normal
29.95.218.176,1,3891.0,13.0,Normal
2901:aaf1:6e2:79a0:fc86:1629:1549:c13b,1,4096.0,13.0,Normal
290e:47ec:4f64:5965:2b7a:ca0c:7062:1f95,1,2930.0,1.0,Normal
2912:5406:2d41:a412:7063:b4b7:16d4:aea2,1,3945.0,14.0,Normal
2912:ec9d:afc1:7189:d783:2b36:bc4b:9385,1,2936.0,12.0,Normal
291e:8ace:86f9:3797:dd9f:6284:16db:5e19,1,4089.0,12.0,Normal
2920:1848:dd1:209a:cc98:bc85:76d6:7f1d,1,4087.0,1.0,Normal
2920:5818:f3ad:3931:e00:a6df:eb13:8ac,1,4076.0,21.0,Normal
2927:b9e0:5e20:fd85:7022:435c:ecb6:5a3a,1,4164.0,21.0,Normal
2931:2b87:f8ea:2a40:fc04:9c7b:db4:fa22,1,3482.0,21.0,Normal
2935:35d8:7699:537c:12a1:1b15:f49:cab,1,3929.0,22.0,Normal
294:6e4:aed8:406b:ef26:7021:bd28:576c,1,4104.0,22.0,Normal
294a:13a1:4dff:43d2:81f9:2b99:461c:c1f4,1,3785.0,18.0,Normal
294b:2c15:e30b:a63:dd26:6e10:61ef:bdcd,1,2809.0,18.0,Normal
2950:6049:4d9f:d9c7:8629:8702:dd8b:4405,1,3784.0,0.0,Normal
2955:1b2:6956:e0de:f610:7ad8:3f49:15d1,1,4977.0,13.0,Normal
2957:2257:d588:c8cb:3aed:d488:27e9:eaa,1,5165.0,21.0,Normal
2958:a5f9:d7d6:46f1:890:34e9:11e5:b1c7,1,3937.0,9.0,Normal
295b:b90d:4104:7cc6:3734:f472:b35f:9d36,1,3479.0,3.0,Normal
2961:5e6a:c54f:b477:bbd5:37de:d04a:3b31,1,3447.0,3.0,Normal
2966:86c1:e446:9b87:955a:e850:9637:2d01,1,3511.0,17.0,Normal
2969:21ce:b736:a879:ac06:69b6:45dd:111f,1,4069.0,13.0,Normal
2972:966b:f645:44:96b3:f7e9:b906:d632,1,2586.0,19.0,Normal
2983:ff88:2471:e22a:1bd:51c6:ee0a:5536,1,3443.0,16.0,Normal
2987:474e:2baf:144b:3c35:1d6d:ef25:ef8e,1,2307.0,23.0,Normal
2989:ac:cd66:a279:9724:c7aa:6a42:8a89,1,2913.0,12.0,Normal
299a:20b0:2063:1d:7be1:5d67:2c62:ee4b,1,7025.0,19.0,Normal
299e:4564:515:7b57:c527:8e5c:f658:e268,1,4635.0,10.0,Normal
29a1:8022:8cb6:39d5:d61e:2422:4d1c:e250,1,3243.0,14.0,Normal
29a9:e6a0:f6a5:2f14:292:2a7d:fa45:ef1b,1,5918.0,18.0,Normal
29b4:7490:7fe2:29a8:d00c:3cd7:e26a:5c46,1,2837.0,18.0,Normal
29b8:feab:64f1:6f8a:c7fe:2c17:ff2c:7c5d,1,3950.0,19.0,Normal
29b9:d64d:81ab:f22f:5e4c:7f48:b9c0:b0ce,1,4030.0,20.0,Normal
29c3:8324:f993:62e4:7d49:a09b:ac3a:77c7,1,3780.0,8.0,Normal
29cd:fbc9:c38e:2a4c:16f7:c279:d150:c5bf,1,3439.0,11.0,Normal
29d8:5bd9:7e47:43ce:362f:ed90:9c5b:2fcb,1,3524.0,16.0,Normal
29e0:5a19:689:1142:663d:d833:92fe:6107,1,5144.0,17.0,Normal
29ea:7eed:35b2:3e39:1d9:7ee1:59ab:2c37,1,3446.0,11.0,Normal
29ee:a85b:246f:4635:7c17:2834:757f:9643,1,2359.0,11.0,Normal
2a04:a2ae:be6c:de13:ff28:f322:dc97:77d6,1,3425.0,12.0,Normal
2a0:1c44:8861:7036:64a6:7fcf:55f7:782a,1,5123.0,22.0,Normal
2a0b:6555:5daa:8035:51e2:e0c8:66a3:c6f2,1,5687.0,22.0,Normal
2a0e:a21a:f7e7:f3e3:b44f:9b5f:d44b:64e2,1,3454.0,18.0,Normal
2a14:a02f:2d3f:eba7:b9a9:d21b:bc21:30d6,1,3355.0,0.0,Normal
2a14:bc0:ffcc:8460:ca06:fa45:ebed:942,2,3008.5,9.5,Anomaly
2a16:31c8:8e23:3bcd:167c:7c5:cbfb:1233,1,3470.0,11.0,Normal
2a24:bcf7:2aa:71a:c1b6:efe5:47f3:eb8e,1,3911.0,19.0,Normal
2a2e:716a:2080:fb68:9d0:9f33:ed40:ca7b,1,2385.0,1.0,Anomaly
2a3d:6c54:bb5a:c79c:dc25:d5f2:e6b:5929,1,3437.0,1.0,Normal
2a40:fa:9d67:6c0e:c33b:f2b8:688c:1936,1,3062.0,19.0,Normal
2a41:7481:e599:b5a0:1dc8:773c:5c5e:c699,1,4081.0,19.0,Normal
2a4d:ac1c:2f8e:4817:a157:3a37:c9d5:a217,1,2746.0,9.0,Normal
2a56:6af6:33e4:4aa8:6ac2:82b7:f6d5:9c13,1,3558.0,23.0,Normal
2a59:703e:9729:a604:fab1:6a44:3e26:b2d4,1,5304.0,2.0,Normal
2a71:58a6:aad3:11a3:bd8:4bc8:2f4c:1d55,1,3909.0,11.0,Normal
2a99:17b3:6a84:8402:3e28:e49c:43dd:7790,1,4261.0,18.0,Normal
2a99:ea51:6cef:ff59:1bb1:2f10:2790:3cd2,1,3958.0,10.0,Normal
2aa4:4e25:dccc:55a0:5ad8:fe71:d3d2:f4e5,1,5454.0,18.0,Normal
2aaa:ac33:4575:f752:8ca5:a936:e3ad:c5c2,1,3920.0,18.0,Normal
2aad:8cb0:9afe:d697:816e:540a:4397:7b60,1,3920.0,16.0,Normal
2ab0:9e80:c35b:3c16:31a9:1272:f5ab:9969,1,3478.0,15.0,Normal
2ac0:3e77:9c55:5531:4602:9403:8e61:9faa,1,3550.0,10.0,Normal
2acb:859c:f5d2:6f13:564a:2a87:4e73:70ef,1,2838.0,18.0,Normal
2adc:bca6:9943:ddda:3f8e:c023:4bc1:9dc4,1,2752.0,21.0,Normal
2add:355a:8258:6696:5398:b8c7:bc92:9d3b,1,4335.0,23.0,Normal
2aee:537a:859f:b77e:64fd:15e8:5724:604,1,3944.0,5.0,Normal
2af5:569c:1b93:e49f:2abc:251a:fc9d:7f9,1,3377.0,14.0,Normal
2b0e:ff71:8049:c281:2650:2a82:236e:25cb,1,3928.0,18.0,Normal
2b0f:32e8:7a9d:1ff9:6aa0:e202:365:8eee,1,3457.0,11.0,Normal
2b1e:7dd7:e1cf:5006:42e8:af94:29f6:439f,1,3516.0,14.0,Normal
2b42:2f50:44ef:7483:d2d0:7571:cd75:7043,1,4098.0,20.0,Normal
2b4:ed66:be97:c22:89c6:93ef:7e03:62a4,1,3481.0,19.0,Normal
2b52:f1dc:a51f:3cd5:b11a:b321:fd6f:c2c,1,3456.0,11.0,Normal
2b5a:27de:fd96:999c:bcec:d106:b1d3:62a2,1,2857.0,15.0,Normal
2b65:33c0:c542:c544:311b:a26c:3415:1032,1,5784.0,13.0,Normal
2b73:a25:601b:b46:af59:83e6:21f9:7f1c,1,2929.0,18.0,Normal
2b7:68e5:8782:c93b:f318:f13:994e:1fe8,1,2810.0,20.0,Normal
2b7b:5704:e5d0:d203:3f08:ef69:fa6f:a15d,1,2837.0,1.0,Normal
2b7e:5d3f:a739:a5bd:e853:5197:119e:78c8,1,3022.0,16.0,Normal
2b7f:8eeb:9dd2:fdbe:5884:d913:e557:a4db,1,3567.0,12.0,Normal
2b8e:bcd:3027:3edd:643e:d94c:b839:3c2,1,2981.0,5.0,Normal
2b94:3269:7e56:30df:6314:277e:7445:597c,1,3437.0,9.0,Normal
2b9e:d505:a192:63ab:5b3c:5435:e7f3:6a2b,1,3240.0,17.0,Normal
2bac:4345:d86e:1415:8c99:3a16:eeb1:8f5c,1,2759.0,19.0,Normal
2bb7:6f37:e15d:e21f:aaa4:bd77:ad7e:a5e2,1,3500.0,2.0,Normal
2bca:dbf8:475c:3ab:d1cb:b4d4:a855:98a7,1,5403.0,12.0,Normal
2bcb:535:bd67:c15f:c550:28ae:27b7:44c9,1,4112.0,11.0,Normal
2bcb:d505:2bce:ddf9:e10:4df5:5f2a:66b4,1,6933.0,11.0,Normal
2bcc:1b25:d8dc:ab71:c92c:599:178a:4e2a,1,2775.0,22.0,Normal
2bd1:e3c1:7ecd:bb90:cae1:6b88:d54a:dc93,1,4357.0,0.0,Normal
2bd:9931:70ec:77aa:e8d8:6471:f31a:755d,1,4501.0,22.0,Normal
2be3:1a26:3983:6c72:9c6a:5b51:1b28:26c6,1,3902.0,17.0,Normal
2bf0:7d65:7ba0:b483:841d:7433:eaf7:749c,1,4688.0,16.0,Normal
2bf1:4f3d:75c2:2233:9d11:1069:9b4a:29fc,1,4095.0,1.0,Normal
2bf1:639:c05e:6739:ab23:e983:2eba:2bb2,1,5288.0,15.0,Normal
2bf2:4bb1:8b87:50a9:7498:a4b6:44d9:59ca,1,2815.0,22.0,Normal
2bfb:1c44:5166:5b0b:d4cf:3362:1b2d:3be8,1,4098.0,12.0,Normal
2c05:1b48:cc74:e575:72c7:5bae:64b4:5a19,1,5268.0,23.0,Normal
2c05:8bc3:c89e:a1e1:b6c1:ffa7:56d1:c011,1,4028.0,21.0,Normal
2c09:7896:c58e:221a:ff9a:cb99:3c2e:2007,1,3099.0,16.0,Normal
2c0a:5aef:e0c9:c85c:dfb2:481e:9fb0:4647,1,4369.0,23.0,Normal
2c0c:33c2:632e:7c48:f08d:62af:bdbd:12c3,1,8297.0,22.0,Anomaly
2c1:62cb:69ec:6bf2:5a78:4377:29ae:6843,1,2742.0,11.0,Normal
2c23:6751:c95:f43b:2fa1:2db4:c4c8:ed6,1,3784.0,16.0,Normal
2c2e:c905:6697:6f46:d16c:65b0:94ef:723a,1,3423.0,18.0,Normal
2c39:a38d:9ca2:9d98:f48c:4c26:4392:78b9,1,4069.0,16.0,Normal
2c53:5fe2:8416:aa4:e2c:8423:ba19:9316,1,4025.0,0.0,Normal
2c53:df8a:31c7:f95b:9ffb:ab98:b680:5d14,1,4005.0,19.0,Normal
2c56:3f49:6622:d958:f054:98b4:9cfb:aec0,1,4111.0,16.0,Normal
2c5a:d543:99b3:e5a6:db5c:70bf:4e10:f292,1,3197.0,18.0,Normal
2c5b:63fa:3d02:2d96:f6d3:7f79:d842:89b1,1,3449.0,10.0,Normal
2c5c:e0c4:cdbc:6d5c:9432:352:f097:bf74,1,3449.0,10.0,Normal
2c5f:bdf9:28b0:e075:1fbf:95be:f81f:373a,1,4091.0,13.0,Normal
2c6c:f1f4:9caa:5508:d4b2:44dc:c7c6:c1e5,1,5538.0,14.0,Normal
2cb4:bb8a:2067:6719:4a67:9:60fa:50ed,1,3737.0,4.0,Normal
2cb7:c4f0:706e:4a3e:d4dd:2a9b:3dce:63e,1,3629.0,13.0,Normal
2cdd:d7f6:b12:3893:18d8:50e7:d0e5:a43e,1,2982.0,5.0,Normal
2cea:a7ce:5ca7:c6b:b11d:539c:acca:69ef,1,3459.0,9.0,Normal
2cee:c404:ac2c:6a12:d05d:32e3:6c69:25dd,1,3518.0,18.0,Normal
2cfc:66c1:2a:8407:200d:aa25:960a:e270,1,4197.0,13.0,Normal
2d05:dae9:4f23:67fd:ee35:9ae2:d579:e5a1,1,4294.0,21.0,Normal
2d1c:d575:e3c1:b9db:3f2e:664d:5a2c:e328,1,4077.0,6.0,Normal
2d21:a1d3:ba93:87ff:9a0d:df5f:f339:a762,1,3786.0,11.0,Normal
2d35:2e77:a439:5797:11f:6677:df7:8e58,1,3520.0,16.0,Normal
2d4b:123e:d56e:32:57be:99e6:c2b4:36a7,1,5166.0,12.0,Normal
2d5b:e20f:e6d5:f41d:3f8d:1bdf:ac83:6f96,1,2812.0,20.0,Normal
2d68:cda5:22ed:9712:4e60:c4c9:62ab:4673,1,4685.0,16.0,Normal
2d74:1f09:a4c3:7416:425f:11db:1df3:da32,1,4295.0,16.0,Normal
2d80:eacf:facf:50fa:48bf:2323:3b67:e9c,1,2810.0,13.0,Normal
2d98:efe0:5177:1a75:57f5:b21d:5eb7:6db7,1,2363.0,19.0,Normal
2db0:83b0:bf0:6b5c:c0ea:35c6:c812:ccaf,1,3900.0,23.0,Normal
2db4:60f1:9c2d:17cb:e357:6998:4b36:b366,1,3441.0,18.0,Normal
2dbc:f700:6d70:7560:3c25:37b4:5567:8c2a,1,3180.0,0.0,Normal
2dc0:9c9c:9eca:4658:723:83aa:1cf0:fa1,1,3435.0,4.0,Normal
2dc2:f926:d6ca:2a73:7cd8:625f:8c3f:3e70,1,564357.0,22.0,Anomaly
2dd2:515d:9c6f:464e:8b84:a8cd:45b0:d78d,1,5138.0,0.0,Normal
2dd6:49cc:f1e4:22b8:5839:9413:5288:9b33,1,4094.0,20.0,Normal
2dd9:1e64:118a:61fa:afaf:353c:5c02:da98,1,5657.0,11.0,Normal
2df:e19b:c67b:2ab9:d873:c5d3:d4ce:9a1a,1,4780.0,18.0,Normal
2dff:4494:6404:666d:ce41:5c4a:1f70:3ccf,1,3783.0,10.0,Normal
2e00:3933:f827:3229:edc6:5adf:5c09:9cd2,1,4078.0,21.0,Normal
2e04:ff63:fd40:d75c:fd3:a3aa:25a5:f5e6,1,3473.0,16.0,Normal
2e08:4ceb:acdb:dafc:c3d1:5f13:aa09:7b55,1,4076.0,16.0,Normal
2e08:ca65:d990:bfc3:66b3:9251:d5ac:2bac,1,5613.0,20.0,Normal
2e0f:5b02:9617:9364:dfa2:ec44:a334:4d46,1,2964.0,16.0,Normal
2e10:7739:48a3:10e8:8303:9973:9651:7cc,1,4574.0,14.0,Normal
2e13:1903:a7a:5d99:2111:de3b:638e:23f,1,3880.0,0.0,Normal
2e15:3f60:a6ea:cc94:9de1:b7b4:a7:9af2,1,2809.0,16.0,Normal
2e1d:d4df:92be:c05d:9e52:a082:958e:608e,1,3530.0,20.0,Normal
2e2:6b13:9bb2:9bd7:44de:62ed:2bae:411e,1,3147.0,0.0,Normal
2e32:b317:cf4e:71dd:fe20:5d51:3ea7:edc3,1,2903.0,4.0,Normal
2e47:cebb:ce21:1bed:4d07:596d:6ea5:6c74,1,4101.0,22.0,Normal
2e49:6c9e:38f6:5c87:753d:cf87:1647:979c,1,2806.0,2.0,Normal
2e51:ea4f:f2c0:5a2b:4674:45ce:53b7:bb9f,1,3469.0,22.0,Normal
2e55:4ca7:1604:6089:7871:6720:70bc:dd89,1,6706.0,16.0,Normal
2e65:48f9:7937:fe42:b72c:424a:31a:d8c,1,4343.0,21.0,Normal
2e6:fe65:170:6848:b335:58e5:fe97:74e1,1,2820.0,13.0,Normal
2e6a:5f12:d25d:a277:18fb:82bd:bb64:652d,1,3181.0,17.0,Normal
2e6d:cda5:d2c:c4a7:98f:40a8:5514:5032,1,5134.0,2.0,Normal
2e6f:dbed:9600:9a61:3a9c:d473:3897:96a5,1,3876.0,1.0,Normal
2e70:48b6:22a:79fa:eb11:f966:a078:f7bd,1,5764.0,17.0,Normal
2e7b:65db:b2cc:1a21:ed10:d03a:332c:c950,1,4078.0,18.0,Normal
2e80:afac:998f:7aff:39c6:214c:68f5:2dd2,1,3456.0,21.0,Normal
2e8c:c748:3edf:b9ee:697a:1e5a:bd33:7f28,1,5272.0,20.0,Normal
2e8f:37fe:81f3:f58d:e6c:dd58:f056:99a7,1,3930.0,14.0,Normal
2e92:a6f2:afd9:7997:e1ca:596c:c91c:788e,1,2836.0,1.0,Normal
2e95:cd2f:51a6:5676:b1d9:5a03:4b11:c93f,1,4128.0,19.0,Normal
2e9d:65d7:cc3d:ec97:e34f:b09e:66a4:c03a,1,2767.0,21.0,Normal
2e9e:dcc4:3287:d4fb:e13:b55a:235a:e21f,1,6676.0,15.0,Normal
2ea5:749:9c94:6c0c:785b:811c:fdb9:7626,1,3436.0,18.0,Normal
2eae:388a:3cd0:4837:6eca:dd17:8c13:3e0e,1,3471.0,10.0,Normal
2eae:f1e6:7bc7:6ab1:c861:81cd:542:834f,1,2979.0,5.0,Normal
2eb6:4e77:9f19:1216:4e3:4ba8:a8a4:96ba,1,3172.0,16.0,Normal
2eb9:ec32:f603:39ec:27f0:23b1:27b0:988f,1,3538.0,17.0,Normal
2eba:6b69:bcae:df2f:cd7e:e81a:fbbc:ca86,1,4069.0,13.0,Normal
2ec0:6414:24be:4e04:2c85:a3c0:cd74:721c,1,2817.0,19.0,Normal
2ec9:560:dd51:bcd3:427d:eced:d119:90f1,1,3561.0,2.0,Normal
2eca:1cbb:1884:aabc:c03d:e8d2:7518:c663,1,2929.0,15.0,Normal
2ecf:32b6:e732:b103:3428:6742:cbb0:9a5d,1,4247.0,5.0,Normal
2ed0:fb9a:9084:ec6b:1fb6:e78e:b8bb:6bde,1,4265.0,13.0,Normal
2ed1:f2e7:354b:c6cf:fd89:34c9:33ed:7f7c,1,4299.0,16.0,Normal
2ed4:a950:fe3f:fc7d:6664:1ab7:ace4:865f,1,3835.0,23.0,Normal
2ed:9aa9:297:d1a5:312c:b1a7:619f:792f,1,3444.0,10.0,Normal
2ee1:cb8:8e4a:9256:778a:76ec:fed8:3312,1,4101.0,18.0,Normal
2ee8:d686:12e:7ccf:901:493f:99ab:15cf,1,3197.0,21.0,Normal
2eeb:33fb:690:bdfe:c45b:4724:9ffa:821e,1,2833.0,15.0,Normal
2eee:d05d:fd76:54da:b4f5:a8f:7225:3434,1,4166.0,1.0,Normal
2ef0:bbea:8849:c8b3:a5ef:ce90:d884:8a29,1,2820.0,13.0,Normal
2ef6:9acb:359c:de93:61da:466a:e7ac:6d13,1,4193.0,14.0,Normal
2efa:c177:900e:1c66:f1f3:d8b8:980c:ab94,1,6469.0,3.0,Anomaly
2f13:fb49:e07:d48d:e9f3:9e65:6fd6:9323,1,2808.0,21.0,Normal
2f1:df1c:3309:f376:7907:673f:4d5d:67c1,1,5624.0,14.0,Normal
2f1b:1d7e:fb3f:4a1:5c1f:3bb6:e050:b33d,1,2837.0,21.0,Normal
2f37:c023:385d:a4ff:70be:20cc:6da7:caf4,1,5800.0,3.0,Anomaly
2f38:c4bf:4df7:3e53:4f8d:a5a5:f2c3:62df,1,4293.0,22.0,Normal
2f3b:f0a4:290f:d1f0:c890:c8f5:5eef:c727,1,3922.0,1.0,Normal
2f46:a8b3:bf13:315f:bc4:c569:aeb0:5057,1,2809.0,17.0,Normal
2f58:d6be:7438:10cd:c3bd:f8f9:14da:e76f,2,3375.0,13.0,Anomaly
2f5b:f6bb:b1a1:6925:4ad8:64bd:1eed:a2a5,1,2982.0,5.0,Normal
2f5d:6345:d619:aa8b:8525:ce92:567a:4210,1,3463.0,0.0,Normal
2f66:d64c:910d:e4a2:7b0b:d2ea:35f:215,1,2816.0,14.0,Normal
2f72:71fb:6d72:f42b:8a10:ccdc:75cc:6eeb,1,3292.0,4.0,Normal
2f7c:619:e04e:de01:ff19:5f9e:5f6f:3b47,1,2809.0,14.0,Normal
2f7f:447e:5009:e7c5:f3f6:2b49:29d9:b9a4,1,4798.0,4.0,Normal
2f84:52f3:975b:28bf:4d18:98ed:5f1a:6cfc,1,4299.0,13.0,Normal
2f8a:c4c8:4fb5:3a98:541a:7db3:a238:c4f3,1,3538.0,13.0,Normal
2f8c:27ba:cf0e:91c1:71ce:7bc3:380e:4e0,1,3278.0,20.0,Normal
2f8f:306e:3264:e92b:8e7b:c38a:d9c8:353f,1,3421.0,10.0,Normal
2f91:db08:4f60:7df6:8b17:3028:7d7e:72e8,1,6133.0,0.0,Anomaly
2f9e:3085:8251:92ee:2f56:263:f4f:bdc0,1,3022.0,13.0,Normal
2fbf:2748:ace5:d831:9b1b:7f33:d73d:9fb4,1,4099.0,20.0,Normal
2fc9:f1cb:15fa:c1b6:9f3f:aca7:e409:3556,1,11326.0,14.0,Anomaly
2fca:5612:c279:d09d:602e:f38:f305:f68c,1,3449.0,22.0,Normal
2feb:e227:7444:dee0:fa04:6151:cfcf:2a05,1,4273.0,20.0,Normal
2ff1:2dfd:55bd:c5c1:f42f:fbf5:277b:a69f,1,446575.0,11.0,Anomaly
2ff3:b92:8bbd:ec1e:b488:24ec:782a:6b64,1,3850.0,23.0,Normal
2ff4:e657:5366:9424:3019:87a5:3398:d111,1,5250.0,1.0,Normal
2ff5:6979:a3d4:209f:b4ad:332b:1252:e3fd,1,3919.0,13.0,Normal
2ff7:245b:35ac:6b05:578a:1304:f167:8517,1,2879.0,9.0,Normal
2ffe:e6c7:e4e3:2ec9:617c:52ae:a335:e0b8,1,2895.0,10.0,Normal
3.0.141.138,1,7132.0,1.0,Anomaly
3.101.207.45,1,2804.0,16.0,Normal
3.110.38.105,1,4047.0,16.0,Normal
3.115.217.246,1,2782.0,12.0,Normal
3.126.182.218,1,3288.0,15.0,Normal
3.128.110.169,1,3902.0,0.0,Normal
3.129.39.38,1,2723.0,20.0,Normal
3.132.48.209,1,2787.0,16.0,Normal
3.137.53.70,1,5459.0,1.0,Anomaly
3.139.115.46,1,4065.0,15.0,Normal
3.15.147.37,1,3115.0,19.0,Normal
3.152.139.74,1,3021.0,14.0,Normal
3.164.239.51,1,3880.0,16.0,Normal
3.174.161.227,1,3535.0,18.0,Normal
3.179.162.71,1,2902.0,14.0,Normal
3.180.254.196,1,2778.0,14.0,Normal
3.180.26.162,1,5182.0,3.0,Normal
3.188.119.55,1,3513.0,13.0,Normal
3.19.53.87,1,4766.0,10.0,Normal
3.198.183.223,1,2930.0,8.0,Normal
3.199.90.3,1,3535.0,1.0,Normal
3.200.134.46,1,4059.0,13.0,Normal
3.205.89.116,1,2935.0,21.0,Normal
3.210.108.49,1,4264.0,15.0,Normal
3.213.216.221,1,4068.0,21.0,Normal
3.216.140.88,1,5369.0,14.0,Normal
3.216.152.78,1,3437.0,21.0,Normal
3.217.239.85,1,4404.0,18.0,Normal
3.224.147.86,1,3298.0,21.0,Normal
3.229.133.176,1,3466.0,19.0,Normal
3.234.6.251,1,2801.0,15.0,Normal
3.236.244.69,1,4068.0,20.0,Normal
3.236.73.35,1,4040.0,12.0,Normal
3.24.209.89,1,4113.0,23.0,Normal
3.249.214.10,1,2938.0,23.0,Normal
3.34.252.75,1,4157.0,13.0,Normal
3.36.251.177,1,3304.0,13.0,Normal
3.39.193.57,1,2779.0,18.0,Normal
3.41.198.227,1,3892.0,17.0,Normal
3.45.104.207,1,2912.0,20.0,Normal
3.48.216.230,1,3329.0,1.0,Normal
3.49.230.51,1,4068.0,19.0,Normal
3.51.104.61,1,6476.0,18.0,Normal
3.64.145.179,1,4269.0,13.0,Normal
3.65.227.22,1,3478.0,9.0,Normal
3.72.134.77,1,3562.0,20.0,Normal
3.73.198.22,1,3471.0,14.0,Normal
3.75.190.184,1,2330.0,16.0,Normal
3.77.162.116,1,2764.0,20.0,Normal
3.80.29.202,1,4241.0,4.0,Normal
3.91.45.96,1,5916.0,17.0,Normal
3.92.191.205,1,4044.0,21.0,Normal
30.101.184.37,1,3429.0,16.0,Normal
30.105.229.56,1,4368.0,23.0,Normal
30.116.163.173,1,3467.0,10.0,Normal
30.121.69.192,1,4094.0,14.0,Normal
30.122.87.181,1,4115.0,18.0,Normal
30.125.82.110,1,4079.0,21.0,Normal
30.131.64.248,1,4064.0,15.0,Normal
30.135.72.3,1,4066.0,23.0,Normal
30.139.212.136,2,2791.5,14.5,Anomaly
30.149.243.30,1,5261.0,10.0,Normal
30.155.197.53,1,3436.0,22.0,Normal
30.164.177.24,1,2786.0,21.0,Normal
30.170.88.152,1,6596.0,22.0,Normal
30.177.115.184,1,4020.0,16.0,Normal
30.179.134.147,1,4047.0,15.0,Normal
30.184.107.146,1,4088.0,0.0,Normal
30.185.222.226,1,4049.0,20.0,Normal
30.186.176.203,1,4075.0,19.0,Normal
30.186.190.226,1,3939.0,22.0,Normal
30.191.71.195,1,3461.0,22.0,Normal
30.193.113.191,1,3406.0,13.0,Normal
30.224.6.179,1,4066.0,1.0,Normal
30.226.57.196,1,3439.0,19.0,Normal
30.229.229.196,1,3812.0,22.0,Normal
30.236.143.170,1,916.0,19.0,Anomaly
30.245.207.74,1,2834.0,0.0,Normal
30.248.190.105,1,3396.0,13.0,Normal
30.250.5.113,1,3449.0,18.0,Normal
30.253.103.129,1,4111.0,16.0,Normal
30.28.231.62,1,4163.0,19.0,Normal
30.3.18.128,1,3541.0,14.0,Normal
30.32.180.227,1,3940.0,21.0,Normal
30.39.192.54,1,3656.0,19.0,Normal
30.41.62.141,1,3105.0,1.0,Normal
30.42.181.166,1,3753.0,14.0,Normal
30.49.101.166,1,4070.0,2.0,Normal
30.55.93.179,1,3388.0,1.0,Normal
30.6.132.89,1,3656.0,14.0,Normal
30.60.135.238,1,5707.0,0.0,Anomaly
30.61.6.198,1,4019.0,14.0,Normal
30.62.195.195,1,4058.0,13.0,Normal
30.7.136.65,1,3839.0,14.0,Normal
30.7.138.125,1,3919.0,20.0,Normal
30.71.76.205,1,3422.0,5.0,Normal
30.73.140.169,1,3465.0,13.0,Normal
30.73.40.213,1,4036.0,22.0,Normal
30.80.218.119,1,4082.0,19.0,Normal
30.91.149.129,1,3416.0,20.0,Normal
30.92.18.56,1,3952.0,20.0,Normal
30.96.236.5,1,4043.0,18.0,Normal
30.99.105.98,1,6082.0,2.0,Anomaly
301:35f8:25b:b5ca:61dd:597:936:df3c,1,4099.0,21.0,Normal
302:8bbc:3c9d:1fea:34c6:5c1d:8927:719c,1,2809.0,16.0,Normal
3036:db93:f2b8:726f:1293:85ba:2d5c:77d7,1,3449.0,2.0,Normal
3042:c07e:4334:45a6:ce00:2d81:c51a:910a,1,3063.0,1.0,Normal
3043:c551:7431:708e:3b69:26f5:9670:6814,1,3520.0,17.0,Normal
3048:8659:c9a3:10fb:6f5:ff9d:7138:bd67,1,4077.0,21.0,Normal
304a:8702:7352:f1cf:d93a:e04d:dae0:3675,1,4135.0,13.0,Normal
3058:d3b9:f305:ce9a:7567:2d48:cae4:f06e,1,2808.0,16.0,Normal
