ClientIP,ConfidenceScore,RealWorldRisk,Reason
3f74:b7d2:6181:6f5c:bc6a:8b88:3ce7:59bc,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
4.125.1.167,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
4.54.116.1,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
40.21.63.83,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
40.220.6.64,40,Potential brute force attack or web scraping.,Unusually high request count.
405b:5672:2e53:e133:d9de:3660:d9eb:30e2,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
41.175.119.196,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
41.248.255.237,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
43.172.61.15,40,Potential brute force attack or web scraping.,Unusually high request count.
43.200.35.182,40,Potential brute force attack or web scraping.,Unusually high request count.
43.21.24.47,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
43.211.208.128,40,Potential brute force attack or web scraping.,Unusually high request count.
43.71.251.196,30,Possible data exfiltration or large file download.,High data transfer per request.
44.234.138.75,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
447b:925d:d8bb:31b4:8930:458d:ddef:65b8,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
45.181.2.197,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
45.182.161.165,40,Potential brute force attack or web scraping.,Unusually high request count.
45.193.128.96,0,No specific risk identified.,No clear reason identified.
45.249.168.202,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
45.92.127.77,40,Potential brute force attack or web scraping.,Unusually high request count.
46.161.163.180,40,Potential brute force attack or web scraping.,Unusually high request count.
46.93.121.227,40,Potential brute force attack or web scraping.,Unusually high request count.
47.200.58.237,40,Potential brute force attack or web scraping.,Unusually high request count.
47.69.200.200,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
48.118.21.68,40,Potential brute force attack or web scraping.,Unusually high request count.
48.209.126.158,30,Possible data exfiltration or large file download.,High data transfer per request.
4892:1f7b:c490:f406:8cfb:139d:cb9e:23fe,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
48f3:9efc:36d8:49a3:5ce9:5202:60bd:65ac,30,Possible data exfiltration or large file download.,High data transfer per request.
49.225.22.225,30,Possible data exfiltration or large file download.,High data transfer per request.
49.56.252.30,40,Potential brute force attack or web scraping.,Unusually high request count.
49b7:9e38:4255:afa1:71e9:aa82:13cd:aef8,30,Possible data exfiltration or large file download.,High data transfer per request.
49e2:f317:8929:c0a2:3a9:30d6:c2a5:b9c6,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
4a20:bccd:f77e:8680:5fde:8539:35e5:576c,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
4d79:d787:c495:fc87:cc9a:f1fc:4ea9:f68d,40,Potential brute force attack or web scraping.,Unusually high request count.
4d98:e065:9422:83d4:f420:ca14:8dfe:a602,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
4dd0:f570:5967:3ade:d453:7719:135f:4c6b,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
4eb6:bbbc:1e0d:ddab:c6e1:a8b4:ca62:c884,30,Possible data exfiltration or large file download.,High data transfer per request.
5.110.34.202,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
5.14.177.240,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
5.220.16.161,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
5.62.89.47,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
5.83.1.210,40,Potential brute force attack or web scraping.,Unusually high request count.
5.96.132.65,40,Potential brute force attack or web scraping.,Unusually high request count.
50.101.60.65,40,Potential brute force attack or web scraping.,Unusually high request count.
50.241.143.10,40,Potential brute force attack or web scraping.,Unusually high request count.
50.67.69.13,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
507c:312b:90dd:25f2:798f:8cd1:114e:81d,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
51.189.200.136,30,Possible data exfiltration or large file download.,High data transfer per request.
51.235.96.62,30,Possible data exfiltration or large file download.,High data transfer per request.
51.50.132.94,30,Possible data exfiltration or large file download.,High data transfer per request.
516e:6399:40cf:b99d:4b04:64ff:cb8c:c164,30,Possible data exfiltration or large file download.,High data transfer per request.
51b0:5c73:6704:c94a:24fe:6a15:cd0b:d9af,30,Possible data exfiltration or large file download.,High data transfer per request.
52.206.7.100,40,Potential brute force attack or web scraping.,Unusually high request count.
5297:a653:1609:e4be:67d6:c74e:1a5e:8232,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
53.14.209.93,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
53.153.77.110,40,Potential brute force attack or web scraping.,Unusually high request count.
53.25.236.197,40,Potential brute force attack or web scraping.,Unusually high request count.
53.254.234.52,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
5315:bc7e:75ec:172a:5b90:f6aa:e32c:3c72,30,Possible data exfiltration or large file download.,High data transfer per request.
5374:3eaa:13e4:c466:bbe6:b20d:b136:26cd,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
54.26.131.89,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
5407:5f56:eb27:2521:d339:229:ed7c:143a,30,Possible data exfiltration or large file download.,High data transfer per request.
54c8:5f1c:de5b:28ac:ebfe:1f40:2c99:2ae,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
55.110.185.14,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
55.118.20.119,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
55.139.197.131,40,Potential brute force attack or web scraping.,Unusually high request count.
56.172.84.231,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
56.8.47.108,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
5680:c09c:bf8:d4d1:973b:b105:18bf:3a63,30,Possible data exfiltration or large file download.,High data transfer per request.
57.112.34.158,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
57.162.136.35,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
57.175.122.246,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
57.59.211.222,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
58.124.33.206,40,Potential brute force attack or web scraping.,Unusually high request count.
58.18.133.172,30,Possible data exfiltration or large file download.,High data transfer per request.
58.87.117.65,40,Potential brute force attack or web scraping.,Unusually high request count.
5888:77ae:bac9:75a5:57d8:ad2e:1b66:61e1,30,Possible data exfiltration or large file download.,High data transfer per request.
59.121.127.137,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
59.222.240.38,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
59.50.199.168,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
59.95.75.219,30,Possible data exfiltration or large file download.,High data transfer per request.
59c0:117f:b35e:d071:5311:2269:136c:67c1,30,Possible data exfiltration or large file download.,High data transfer per request.
5b52:2fe7:6fd6:b06f:511:9e00:8b4e:949c,30,Possible data exfiltration or large file download.,High data transfer per request.
5ba1:fec8:6d2b:ba8e:f79:ff69:549e:2770,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
5e1e:6ab8:9ad0:4b3e:9564:5c5:6d3d:1045,30,Possible data exfiltration or large file download.,High data transfer per request.
5e3:8e16:1e6b:4b81:7598:f6d4:e7a1:e3dd,30,Possible data exfiltration or large file download.,High data transfer per request.
5f34:130:e7:15e6:a446:9155:7c1b:3f2e,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
5fd8:9eb8:a6f1:de96:99fa:13ae:71a2:2c16,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
5fdf:b4aa:3b2c:7d42:a4a3:4ab2:87dc:bb98,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
6.120.107.42,40,Potential brute force attack or web scraping.,Unusually high request count.
6.143.223.54,40,Potential brute force attack or web scraping.,Unusually high request count.
6.145.103.32,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
6.184.51.168,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
6.235.202.132,40,Potential brute force attack or web scraping.,Unusually high request count.
6.37.210.113,40,Potential brute force attack or web scraping.,Unusually high request count.
6.99.210.20,40,Potential brute force attack or web scraping.,Unusually high request count.
60.212.217.218,0,No specific risk identified.,No clear reason identified.
60.237.185.56,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
60.25.88.137,40,Potential brute force attack or web scraping.,Unusually high request count.
61.100.177.207,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
61.115.130.105,40,Potential brute force attack or web scraping.,Unusually high request count.
61.96.109.110,40,Potential brute force attack or web scraping.,Unusually high request count.
6162:6779:f39a:cedd:51fe:670e:6106:1895,30,Possible data exfiltration or large file download.,High data transfer per request.
62.133.183.49,40,Potential brute force attack or web scraping.,Unusually high request count.
62.162.224.138,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
62.176.176.150,40,Potential brute force attack or web scraping.,Unusually high request count.
62.218.115.177,40,Potential brute force attack or web scraping.,Unusually high request count.
62.233.82.185,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
62.36.64.102,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
63.188.212.61,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
63.251.38.228,0,No specific risk identified.,No clear reason identified.
6345:4ff:14ee:435a:8b7a:d0d3:31c7:6622,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
64.234.253.67,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
65.144.167.173,30,Possible data exfiltration or large file download.,High data transfer per request.
65.165.27.133,30,Possible data exfiltration or large file download.,High data transfer per request.
65.173.71.135,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
65.56.157.149,0,No specific risk identified.,No clear reason identified.
6511:c804:cada:f71:d3a7:a332:c09:6ce6,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
65b8:3cef:86c0:a718:3a2d:b106:1d8c:d7d2,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
66.170.211.253,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
66.34.2.35,30,Possible data exfiltration or large file download.,High data transfer per request.
66.8.82.20,40,Potential brute force attack or web scraping.,Unusually high request count.
66.97.173.253,0,No specific risk identified.,No clear reason identified.
67.120.170.12,40,Potential brute force attack or web scraping.,Unusually high request count.
67.191.104.7,40,Potential brute force attack or web scraping.,Unusually high request count.
67.226.4.109,40,Potential brute force attack or web scraping.,Unusually high request count.
67bc:74e0:1532:5b77:7bb6:19c1:d72c:e899,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
68.152.119.19,40,Potential brute force attack or web scraping.,Unusually high request count.
68.70.43.100,30,Possible data exfiltration or large file download.,High data transfer per request.
69.202.232.96,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
69.210.2.188,40,Potential brute force attack or web scraping.,Unusually high request count.
69.43.143.36,30,Possible data exfiltration or large file download.,High data transfer per request.
69.78.8.254,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
6b70:a719:2d61:eed5:56:fe1a:8c9f:5ec6,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
6d2a:bc1c:a683:e71d:c75f:becc:e4c3:36e9,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
6dc1:f49:28d9:b285:ecc4:1f01:da8a:4b6f,30,Possible data exfiltration or large file download.,High data transfer per request.
6dcf:95df:85b3:60fe:33af:ce48:168b:97de,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
6ed2:6fa4:290b:7a5f:f5d7:72b0:878d:8a5b,30,Possible data exfiltration or large file download.,High data transfer per request.
6f00:5743:2e3f:ef75:fd9c:6641:eb9c:4d43,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
6f31:3d32:3c43:89c1:2f3c:c677:70c2:97fa,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
6f63:8a91:8d3e:d27e:aab1:a92f:8e32:7774,30,Possible data exfiltration or large file download.,High data transfer per request.
6f80:fc31:9b10:8779:bffb:42d1:abf:540,40,Potential brute force attack or web scraping.,Unusually high request count.
7.113.8.157,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
7.159.68.75,0,No specific risk identified.,No clear reason identified.
7.180.7.199,40,Potential brute force attack or web scraping.,Unusually high request count.
7.197.100.227,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
7.58.186.44,40,Potential brute force attack or web scraping.,Unusually high request count.
7.89.246.229,40,Potential brute force attack or web scraping.,Unusually high request count.
7.93.70.5,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
70.197.142.7,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
70.35.169.69,30,Possible data exfiltration or large file download.,High data transfer per request.
703c:f9c0:b8e3:6c12:df3d:510b:eb58:3d22,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
71.152.9.0,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
71.34.84.233,40,Potential brute force attack or web scraping.,Unusually high request count.
7111:48de:f5e1:d844:4d51:9e6:3a52:ed67,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
7131:d5d6:65c4:8a0f:6cfd:3570:3400:f799,30,Possible data exfiltration or large file download.,High data transfer per request.
72.101.117.54,40,Potential brute force attack or web scraping.,Unusually high request count.
72.14.164.3,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
72.155.157.64,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
72.217.124.82,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
72.235.238.101,40,Potential brute force attack or web scraping.,Unusually high request count.
72.57.106.189,40,Potential brute force attack or web scraping.,Unusually high request count.
72.63.63.234,30,Possible data exfiltration or large file download.,High data transfer per request.
7231:58a0:3d06:86c7:a8b:7bd8:cc36:14ba,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
733f:a08:f3c8:344a:e5cb:878f:e37d:42f7,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
73b4:5ab7:ddc4:f50f:2a7a:6118:3f3a:58b8,30,Possible data exfiltration or large file download.,High data transfer per request.
73f7:e5b6:2346:8f66:6341:7a80:d5ac:8bd1,30,Possible data exfiltration or large file download.,High data transfer per request.
74.197.43.77,40,Potential brute force attack or web scraping.,Unusually high request count.
74.34.239.198,0,No specific risk identified.,No clear reason identified.
748a:f6f3:4032:7f14:70f4:7e55:7bdf:59a0,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
75.130.182.161,30,Possible data exfiltration or large file download.,High data transfer per request.
75.157.50.244,40,Potential brute force attack or web scraping.,Unusually high request count.
75.173.209.158,40,Potential brute force attack or web scraping.,Unusually high request count.
75.193.115.168,0,No specific risk identified.,No clear reason identified.
75.194.25.4,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
75.199.177.50,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
75.209.5.122,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
75.23.161.46,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
75d3:e3f8:d2bc:b880:d899:2a91:8719:94b2,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
76.132.89.150,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
76.172.210.198,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
76.201.85.108,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
76.37.1.162,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
76.96.43.53,40,Potential brute force attack or web scraping.,Unusually high request count.
77.177.18.160,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
77.193.191.108,40,Potential brute force attack or web scraping.,Unusually high request count.
77.193.23.166,30,Possible data exfiltration or large file download.,High data transfer per request.
77.221.81.254,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
77.30.48.113,40,Potential brute force attack or web scraping.,Unusually high request count.
77.38.155.202,0,No specific risk identified.,No clear reason identified.
77.49.33.194,40,Potential brute force attack or web scraping.,Unusually high request count.
77.56.229.152,40,Potential brute force attack or web scraping.,Unusually high request count.
77dd:53c3:abe6:5a47:15ad:925e:5293:b7b6,30,Possible data exfiltration or large file download.,High data transfer per request.
78.214.250.139,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
78.219.204.195,30,Possible data exfiltration or large file download.,High data transfer per request.
78.239.133.192,90,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; High data transfer per request.; Unusual activity outside normal business hours.
78.47.101.116,40,Potential brute force attack or web scraping.,Unusually high request count.
7814:1572:68cc:dcaf:9465:533c:7fe4:4389,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
789c:dea6:c927:57fa:e44d:f762:106:9441,30,Possible data exfiltration or large file download.,High data transfer per request.
79.0.87.190,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
79.204.155.139,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
79.234.129.56,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
7a65:b2ac:4e42:70ef:6cb1:f99f:dbae:49c2,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
7ac2:3eb0:869d:aa90:d7b3:76bc:d68d:e7ee,40,Potential brute force attack or web scraping.,Unusually high request count.
7c29:b236:ba81:7eeb:f007:6762:5eb:857b,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
8.17.20.47,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
8.22.220.208,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
8.84.119.17,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
8.89.213.83,40,Potential brute force attack or web scraping.,Unusually high request count.
80.113.66.239,0,No specific risk identified.,No clear reason identified.
80.150.231.37,40,Potential brute force attack or web scraping.,Unusually high request count.
80.35.172.83,30,Possible data exfiltration or large file download.,High data transfer per request.
805a:bd4d:69f2:c2f5:e830:753b:f327:6f5c,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
809d:4dac:478:6a46:29bc:3207:1cff:b3f1,30,Possible data exfiltration or large file download.,High data transfer per request.
82.19.252.183,40,Potential brute force attack or web scraping.,Unusually high request count.
82.212.151.84,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
82.247.121.133,40,Potential brute force attack or web scraping.,Unusually high request count.
83.164.201.82,30,Possible data exfiltration or large file download.,High data transfer per request.
83.209.149.153,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
83.209.73.10,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
83.76.215.255,40,Potential brute force attack or web scraping.,Unusually high request count.
84.82.20.17,40,Potential brute force attack or web scraping.,Unusually high request count.
843c:94b:c2e8:91a3:10df:464:62e8:df1d,30,Possible data exfiltration or large file download.,High data transfer per request.
85.205.227.193,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
85.69.43.65,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
86.142.253.199,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
86.248.156.68,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
86.248.235.177,30,Possible data exfiltration or large file download.,High data transfer per request.
86.4.159.242,40,Potential brute force attack or web scraping.,Unusually high request count.
86.6.69.109,40,Potential brute force attack or web scraping.,Unusually high request count.
86.64.109.49,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
86.90.168.201,40,Potential brute force attack or web scraping.,Unusually high request count.
87.205.151.179,40,Potential brute force attack or web scraping.,Unusually high request count.
87.205.246.237,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
87.4.131.76,30,Possible data exfiltration or large file download.,High data transfer per request.
88.167.179.225,40,Potential brute force attack or web scraping.,Unusually high request count.
88.190.191.62,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
88.249.217.31,30,Possible data exfiltration or large file download.,High data transfer per request.
88.40.53.243,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
8830:b9f6:e45e:145:9605:4136:f32b:f550,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
89.118.146.117,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
89.233.12.65,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
89.236.176.154,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
89.240.61.108,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
89.4.78.220,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
89.78.189.84,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
89.84.89.37,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
8997:9c5:c317:6df0:d807:d9a0:7aa0:b4c8,30,Possible data exfiltration or large file download.,High data transfer per request.
89d0:2226:d497:297e:bce9:85be:1d7d:2cbe,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
8de9:788e:55c7:eaf8:ad9d:77a4:b87e:238b,30,Possible data exfiltration or large file download.,High data transfer per request.
9.167.160.206,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9.182.125.162,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9.62.250.110,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
90.178.50.209,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
90.247.18.152,40,Potential brute force attack or web scraping.,Unusually high request count.
90.250.70.163,40,Potential brute force attack or web scraping.,Unusually high request count.
91.172.212.239,40,Potential brute force attack or web scraping.,Unusually high request count.
91.18.37.191,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
91.2.114.234,40,Potential brute force attack or web scraping.,Unusually high request count.
91.214.18.27,40,Potential brute force attack or web scraping.,Unusually high request count.
91.35.16.53,40,Potential brute force attack or web scraping.,Unusually high request count.
91.36.6.38,40,Potential brute force attack or web scraping.,Unusually high request count.
91e5:46e:4d2b:b419:5f9f:ec6b:170c:b2e8,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
92.126.154.181,40,Potential brute force attack or web scraping.,Unusually high request count.
92.255.137.66,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
92.76.72.138,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
93.169.193.53,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
