ClientIP,RequestCountByIP,AverageBytesByIP,Hour,Anomaly,ConfidenceScore,Reason
53.14.209.93,95,6079.315789473684,11.810526315789474,Anomaly,70,Unusually high request count.; High data transfer per request.
53.153.77.110,156,4571.211538461538,13.698717948717949,Anomaly,40,Unusually high request count.
53.25.236.197,2,2312.5,15.5,Anomaly,40,Unusually high request count.
53.254.234.52,90,6244.511111111111,14.477777777777778,Anomaly,70,Unusually high request count.; High data transfer per request.
5315:bc7e:75ec:172a:5b90:f6aa:e32c:3c72,1,8821.0,11.0,Anomaly,30,High data transfer per request.
5374:3eaa:13e4:c466:bbe6:b20d:b136:26cd,1,8264.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
54.26.131.89,1,7090.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
5407:5f56:eb27:2521:d339:229:ed7c:143a,1,8443.0,15.0,Anomaly,30,High data transfer per request.
54c8:5f1c:de5b:28ac:ebfe:1f40:2c99:2ae,1,5443.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
55.110.185.14,2,2709.0,0.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
55.118.20.119,89,12953.865168539325,13.067415730337078,Anomaly,70,Unusually high request count.; High data transfer per request.
55.139.197.131,2,3292.0,19.0,Anomaly,40,Unusually high request count.
56.172.84.231,105,6139.523809523809,12.447619047619048,Anomaly,70,Unusually high request count.; High data transfer per request.
56.8.47.108,1,5675.0,3.0,Anomaly,20,Unusual activity outside normal business hours.
5680:c09c:bf8:d4d1:973b:b105:18bf:3a63,1,13605.0,8.0,Anomaly,30,High data transfer per request.
57.112.34.158,104,6296.153846153846,13.10576923076923,Anomaly,70,Unusually high request count.; High data transfer per request.
57.162.136.35,1,5793.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
57.175.122.246,67,6163.328358208955,15.194029850746269,Anomaly,70,Unusually high request count.; High data transfer per request.
57.59.211.222,77,14899.688311688311,12.818181818181818,Anomaly,70,Unusually high request count.; High data transfer per request.
58.124.33.206,2,3436.0,21.0,Anomaly,40,Unusually high request count.
58.18.133.172,1,6863.0,22.0,Anomaly,30,High data transfer per request.
58.87.117.65,2,4227.0,12.0,Anomaly,40,Unusually high request count.
5888:77ae:bac9:75a5:57d8:ad2e:1b66:61e1,1,8018.0,11.0,Anomaly,30,High data transfer per request.
59.121.127.137,2,943.0,22.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
59.222.240.38,1,6546.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
59.50.199.168,1,2710.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
59.95.75.219,1,10705.0,14.0,Anomaly,30,High data transfer per request.
59c0:117f:b35e:d071:5311:2269:136c:67c1,1,11416.0,14.0,Anomaly,30,High data transfer per request.
5b52:2fe7:6fd6:b06f:511:9e00:8b4e:949c,1,12853.0,21.0,Anomaly,30,High data transfer per request.
5ba1:fec8:6d2b:ba8e:f79:ff69:549e:2770,1,5706.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
5e1e:6ab8:9ad0:4b3e:9564:5c5:6d3d:1045,1,10559.0,13.0,Anomaly,30,High data transfer per request.
5e3:8e16:1e6b:4b81:7598:f6d4:e7a1:e3dd,1,7548.0,19.0,Anomaly,30,High data transfer per request.
5f34:130:e7:15e6:a446:9155:7c1b:3f2e,1,2387.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
5fd8:9eb8:a6f1:de96:99fa:13ae:71a2:2c16,1,7210.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
5fdf:b4aa:3b2c:7d42:a4a3:4ab2:87dc:bb98,1,5341.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
6.120.107.42,2,3967.5,13.0,Anomaly,40,Unusually high request count.
6.143.223.54,4,5555.75,9.75,Anomaly,40,Unusually high request count.
6.145.103.32,1,5799.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
6.184.51.168,44,6049.363636363636,14.272727272727273,Anomaly,70,Unusually high request count.; High data transfer per request.
6.235.202.132,6,2714.8333333333335,18.0,Anomaly,40,Unusually high request count.
6.37.210.113,5,3310.6,15.0,Anomaly,40,Unusually high request count.
6.99.210.20,2,4792.0,13.0,Anomaly,40,Unusually high request count.
60.212.217.218,1,950.0,7.0,Anomaly,0,No clear reason identified.
60.237.185.56,83,6432.903614457831,15.831325301204819,Anomaly,70,Unusually high request count.; High data transfer per request.
60.25.88.137,2,2554.0,19.0,Anomaly,40,Unusually high request count.
61.100.177.207,1,6523.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
61.115.130.105,2,3331.5,21.5,Anomaly,40,Unusually high request count.
61.96.109.110,2,4681.5,12.5,Anomaly,40,Unusually high request count.
6162:6779:f39a:cedd:51fe:670e:6106:1895,1,12510.0,12.0,Anomaly,30,High data transfer per request.
62.133.183.49,2,3763.5,17.0,Anomaly,40,Unusually high request count.
62.162.224.138,3,10852.666666666666,12.666666666666666,Anomaly,70,Unusually high request count.; High data transfer per request.
62.176.176.150,2,2949.5,15.5,Anomaly,40,Unusually high request count.
62.218.115.177,2,3420.5,16.0,Anomaly,40,Unusually high request count.
62.233.82.185,97,6280.742268041237,13.030927835051546,Anomaly,70,Unusually high request count.; High data transfer per request.
62.36.64.102,4,9482.75,14.0,Anomaly,70,Unusually high request count.; High data transfer per request.
63.188.212.61,1,5503.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
63.251.38.228,1,904.0,9.0,Anomaly,0,No clear reason identified.
6345:4ff:14ee:435a:8b7a:d0d3:31c7:6622,1,2373.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
64.234.253.67,4,87870.75,15.25,Anomaly,70,Unusually high request count.; High data transfer per request.
65.144.167.173,1,11109.0,11.0,Anomaly,30,High data transfer per request.
65.165.27.133,1,371705.0,20.0,Anomaly,30,High data transfer per request.
65.173.71.135,1,5638.0,3.0,Anomaly,20,Unusual activity outside normal business hours.
65.56.157.149,1,879.0,22.0,Anomaly,0,No clear reason identified.
6511:c804:cada:f71:d3a7:a332:c09:6ce6,1,7939.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
65b8:3cef:86c0:a718:3a2d:b106:1d8c:d7d2,1,6007.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
66.170.211.253,79,6066.873417721519,13.50632911392405,Anomaly,70,Unusually high request count.; High data transfer per request.
66.34.2.35,1,12098.0,20.0,Anomaly,30,High data transfer per request.
66.8.82.20,4,4237.0,10.75,Anomaly,40,Unusually high request count.
66.97.173.253,1,986.0,19.0,Anomaly,0,No clear reason identified.
67.120.170.12,2,4275.5,7.5,Anomaly,40,Unusually high request count.
67.191.104.7,2,5624.0,17.0,Anomaly,40,Unusually high request count.
67.226.4.109,2,3518.5,11.0,Anomaly,40,Unusually high request count.
67bc:74e0:1532:5b77:7bb6:19c1:d72c:e899,1,29806.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
68.152.119.19,2,4915.0,21.0,Anomaly,40,Unusually high request count.
68.70.43.100,1,8814.0,22.0,Anomaly,30,High data transfer per request.
69.202.232.96,1,10232.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
69.210.2.188,2,3276.0,12.0,Anomaly,40,Unusually high request count.
69.43.143.36,1,14312.0,11.0,Anomaly,30,High data transfer per request.
69.78.8.254,65,6084.584615384615,14.646153846153846,Anomaly,70,Unusually high request count.; High data transfer per request.
6b70:a719:2d61:eed5:56:fe1a:8c9f:5ec6,1,6644.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
6d2a:bc1c:a683:e71d:c75f:becc:e4c3:36e9,1,5359.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
6dc1:f49:28d9:b285:ecc4:1f01:da8a:4b6f,1,6876.0,22.0,Anomaly,30,High data transfer per request.
6dcf:95df:85b3:60fe:33af:ce48:168b:97de,1,2354.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
6ed2:6fa4:290b:7a5f:f5d7:72b0:878d:8a5b,1,12641.0,13.0,Anomaly,30,High data transfer per request.
6f00:5743:2e3f:ef75:fd9c:6641:eb9c:4d43,1,2445.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
6f31:3d32:3c43:89c1:2f3c:c677:70c2:97fa,1,6389.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
6f63:8a91:8d3e:d27e:aab1:a92f:8e32:7774,1,7978.0,8.0,Anomaly,30,High data transfer per request.
6f80:fc31:9b10:8779:bffb:42d1:abf:540,4,3874.75,14.25,Anomaly,40,Unusually high request count.
7.113.8.157,103,6238.242718446602,14.0,Anomaly,70,Unusually high request count.; High data transfer per request.
7.159.68.75,1,943.0,16.0,Anomaly,0,No clear reason identified.
7.180.7.199,2,2770.5,9.5,Anomaly,40,Unusually high request count.
7.197.100.227,94,6062.234042553191,13.638297872340425,Anomaly,70,Unusually high request count.; High data transfer per request.
7.58.186.44,5,2713.4,12.2,Anomaly,40,Unusually high request count.
7.89.246.229,2,3971.5,20.0,Anomaly,40,Unusually high request count.
7.93.70.5,1,5381.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
70.197.142.7,1,6193.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
70.35.169.69,1,7016.0,8.0,Anomaly,30,High data transfer per request.
703c:f9c0:b8e3:6c12:df3d:510b:eb58:3d22,1,5506.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
71.152.9.0,1,6304.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
71.34.84.233,2,3493.5,6.5,Anomaly,40,Unusually high request count.
7111:48de:f5e1:d844:4d51:9e6:3a52:ed67,1,6264.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
7131:d5d6:65c4:8a0f:6cfd:3570:3400:f799,1,11332.0,16.0,Anomaly,30,High data transfer per request.
72.101.117.54,2,3048.5,14.5,Anomaly,40,Unusually high request count.
72.14.164.3,1,2353.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
72.155.157.64,1,6283.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
72.217.124.82,1,6569.0,4.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
72.235.238.101,2,2552.0,18.0,Anomaly,40,Unusually high request count.
72.57.106.189,2,4465.0,17.5,Anomaly,40,Unusually high request count.
72.63.63.234,1,568237.0,16.0,Anomaly,30,High data transfer per request.
7231:58a0:3d06:86c7:a8b:7bd8:cc36:14ba,1,2742.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
733f:a08:f3c8:344a:e5cb:878f:e37d:42f7,1,6807.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
73b4:5ab7:ddc4:f50f:2a7a:6118:3f3a:58b8,1,9076.0,22.0,Anomaly,30,High data transfer per request.
73f7:e5b6:2346:8f66:6341:7a80:d5ac:8bd1,1,11187.0,9.0,Anomaly,30,High data transfer per request.
74.197.43.77,2,2707.0,19.0,Anomaly,40,Unusually high request count.
74.34.239.198,1,791.0,21.0,Anomaly,0,No clear reason identified.
748a:f6f3:4032:7f14:70f4:7e55:7bdf:59a0,1,6293.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
75.130.182.161,1,8403.0,6.0,Anomaly,30,High data transfer per request.
75.157.50.244,2,3793.5,17.0,Anomaly,40,Unusually high request count.
75.173.209.158,2,3235.0,22.0,Anomaly,40,Unusually high request count.
75.193.115.168,1,804.0,6.0,Anomaly,0,No clear reason identified.
75.194.25.4,1,6564.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
75.199.177.50,1,5563.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
75.209.5.122,1,6696.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
75.23.161.46,1,7479.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
75d3:e3f8:d2bc:b880:d899:2a91:8719:94b2,1,5574.0,4.0,Anomaly,20,Unusual activity outside normal business hours.
76.132.89.150,1,5937.0,4.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
76.172.210.198,2,4647.0,22.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
76.201.85.108,1,2330.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
76.37.1.162,1,2355.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
76.96.43.53,2,4257.5,18.0,Anomaly,40,Unusually high request count.
77.177.18.160,4,8928.25,17.0,Anomaly,70,Unusually high request count.; High data transfer per request.
77.193.191.108,6,4645.666666666667,9.5,Anomaly,40,Unusually high request count.
77.193.23.166,1,11755.0,13.0,Anomaly,30,High data transfer per request.
77.221.81.254,75,6002.546666666667,12.906666666666666,Anomaly,70,Unusually high request count.; High data transfer per request.
77.30.48.113,2,1208.0,11.0,Anomaly,40,Unusually high request count.
77.38.155.202,1,959.0,19.0,Anomaly,0,No clear reason identified.
77.49.33.194,2,3273.5,10.0,Anomaly,40,Unusually high request count.
77.56.229.152,2,2784.0,20.0,Anomaly,40,Unusually high request count.
77dd:53c3:abe6:5a47:15ad:925e:5293:b7b6,1,7303.0,11.0,Anomaly,30,High data transfer per request.
78.214.250.139,92,6179.184782608696,12.673913043478262,Anomaly,70,Unusually high request count.; High data transfer per request.
78.219.204.195,1,7794.0,20.0,Anomaly,30,High data transfer per request.
78.239.133.192,3,9628.333333333334,5.666666666666667,Anomaly,90,Unusually high request count.; High data transfer per request.; Unusual activity outside normal business hours.
78.47.101.116,2,3495.5,16.0,Anomaly,40,Unusually high request count.
7814:1572:68cc:dcaf:9465:533c:7fe4:4389,1,5463.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
789c:dea6:c927:57fa:e44d:f762:106:9441,1,7355.0,11.0,Anomaly,30,High data transfer per request.
79.0.87.190,1,2641.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
79.204.155.139,80,6205.2125,13.575,Anomaly,70,Unusually high request count.; High data transfer per request.
79.234.129.56,1,2352.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
7a65:b2ac:4e42:70ef:6cb1:f99f:dbae:49c2,1,6566.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
7ac2:3eb0:869d:aa90:d7b3:76bc:d68d:e7ee,2,5079.5,16.5,Anomaly,40,Unusually high request count.
7c29:b236:ba81:7eeb:f007:6762:5eb:857b,1,2671.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
8.17.20.47,1,6273.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
8.22.220.208,58,6418.551724137931,13.758620689655173,Anomaly,70,Unusually high request count.; High data transfer per request.
8.84.119.17,100,6067.13,13.49,Anomaly,70,Unusually high request count.; High data transfer per request.
8.89.213.83,2,2778.5,17.5,Anomaly,40,Unusually high request count.
80.113.66.239,1,910.0,18.0,Anomaly,0,No clear reason identified.
80.150.231.37,2,2353.0,10.0,Anomaly,40,Unusually high request count.
80.35.172.83,1,9764.0,16.0,Anomaly,30,High data transfer per request.
805a:bd4d:69f2:c2f5:e830:753b:f327:6f5c,1,2618.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
809d:4dac:478:6a46:29bc:3207:1cff:b3f1,1,9273.0,19.0,Anomaly,30,High data transfer per request.
82.19.252.183,2,5173.0,10.0,Anomaly,40,Unusually high request count.
82.212.151.84,3,5905.666666666667,6.0,Anomaly,70,Unusually high request count.; High data transfer per request.
82.247.121.133,3,5167.0,8.666666666666666,Anomaly,40,Unusually high request count.
83.164.201.82,1,8184.0,18.0,Anomaly,30,High data transfer per request.
83.209.149.153,1,913.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
83.209.73.10,81,6249.222222222223,14.271604938271604,Anomaly,70,Unusually high request count.; High data transfer per request.
83.76.215.255,2,3919.5,8.5,Anomaly,40,Unusually high request count.
84.82.20.17,2,4585.5,16.0,Anomaly,40,Unusually high request count.
843c:94b:c2e8:91a3:10df:464:62e8:df1d,1,11532.0,21.0,Anomaly,30,High data transfer per request.
85.205.227.193,1,5504.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
85.69.43.65,2,902.0,3.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
86.142.253.199,1,20932.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
86.248.156.68,84,6222.380952380952,15.833333333333334,Anomaly,70,Unusually high request count.; High data transfer per request.
86.248.235.177,1,11875.0,19.0,Anomaly,30,High data transfer per request.
86.4.159.242,2,3370.5,21.0,Anomaly,40,Unusually high request count.
86.6.69.109,2,3487.5,22.0,Anomaly,40,Unusually high request count.
86.64.109.49,2,3251.5,1.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
86.90.168.201,8,3582.375,16.5,Anomaly,40,Unusually high request count.
87.205.151.179,2,4830.5,21.0,Anomaly,40,Unusually high request count.
87.205.246.237,4,19746.25,11.25,Anomaly,70,Unusually high request count.; High data transfer per request.
87.4.131.76,1,7320.0,12.0,Anomaly,30,High data transfer per request.
88.167.179.225,2,2780.0,15.0,Anomaly,40,Unusually high request count.
88.190.191.62,75,6147.96,15.786666666666667,Anomaly,70,Unusually high request count.; High data transfer per request.
88.249.217.31,1,6656.0,7.0,Anomaly,30,High data transfer per request.
88.40.53.243,106,6072.981132075472,13.424528301886792,Anomaly,70,Unusually high request count.; High data transfer per request.
8830:b9f6:e45e:145:9605:4136:f32b:f550,1,2384.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
89.118.146.117,1,6585.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
89.233.12.65,1,5768.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
89.236.176.154,66,6210.30303030303,13.848484848484848,Anomaly,70,Unusually high request count.; High data transfer per request.
89.240.61.108,72,6204.333333333333,14.847222222222221,Anomaly,70,Unusually high request count.; High data transfer per request.
89.4.78.220,2,14572.5,12.5,Anomaly,70,Unusually high request count.; High data transfer per request.
89.78.189.84,1,6759.0,4.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
89.84.89.37,1,5484.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
8997:9c5:c317:6df0:d807:d9a0:7aa0:b4c8,1,8323.0,17.0,Anomaly,30,High data transfer per request.
89d0:2226:d497:297e:bce9:85be:1d7d:2cbe,1,5677.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
8de9:788e:55c7:eaf8:ad9d:77a4:b87e:238b,1,11039.0,12.0,Anomaly,30,High data transfer per request.
9.167.160.206,1,5662.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
9.182.125.162,1,2714.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
9.62.250.110,1,6425.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
90.178.50.209,52,6299.807692307692,13.788461538461538,Anomaly,70,Unusually high request count.; High data transfer per request.
90.247.18.152,2,3030.5,11.5,Anomaly,40,Unusually high request count.
90.250.70.163,4,3530.5,17.75,Anomaly,40,Unusually high request count.
91.172.212.239,2,3690.5,17.0,Anomaly,40,Unusually high request count.
91.18.37.191,1,2330.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
91.2.114.234,10,4140.0,11.3,Anomaly,40,Unusually high request count.
91.214.18.27,2,5063.5,10.5,Anomaly,40,Unusually high request count.
91.35.16.53,4,2708.0,16.25,Anomaly,40,Unusually high request count.
91.36.6.38,2,4762.0,11.5,Anomaly,40,Unusually high request count.
91e5:46e:4d2b:b419:5f9f:ec6b:170c:b2e8,2,2836.0,0.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
92.126.154.181,53,3192.7924528301887,12.377358490566039,Anomaly,40,Unusually high request count.
92.255.137.66,1,7506.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
92.76.72.138,1,907.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
93.169.193.53,1,7084.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
93.224.123.232,52,6324.557692307692,13.73076923076923,Anomaly,70,Unusually high request count.; High data transfer per request.
93.4.59.206,1,2354.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
93.55.173.194,3,5323.333333333333,15.333333333333334,Anomaly,40,Unusually high request count.
93f0:d16b:184c:808d:fb0f:92b4:4bd4:a63b,1,15626.0,16.0,Anomaly,30,High data transfer per request.
94.240.138.199,1,984.0,21.0,Anomaly,0,No clear reason identified.
9439:e943:b69a:840b:642a:aa:908:b80f,1,5859.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
95.130.38.51,86,14112.96511627907,12.430232558139535,Anomaly,70,Unusually high request count.; High data transfer per request.
95.69.110.161,2,4220.5,11.0,Anomaly,40,Unusually high request count.
95.84.119.233,1,9421.0,15.0,Anomaly,30,High data transfer per request.
95.90.134.28,1,944.0,9.0,Anomaly,0,No clear reason identified.
96.152.27.237,100,6097.79,13.41,Anomaly,70,Unusually high request count.; High data transfer per request.
96.217.132.205,2,4941.5,18.5,Anomaly,40,Unusually high request count.
96.32.245.12,1,22169.0,19.0,Anomaly,30,High data transfer per request.
96.60.107.8,2,2791.5,14.0,Anomaly,40,Unusually high request count.
96.60.238.123,2,4806.5,15.0,Anomaly,40,Unusually high request count.
964f:6619:1b05:1256:c347:593f:b984:e66,1,5642.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
9670:7f0a:8151:370b:46:c19f:afef:5112,1,11498.0,18.0,Anomaly,30,High data transfer per request.
97.198.0.125,4,3253.5,10.5,Anomaly,40,Unusually high request count.
97.233.10.87,3,4970.666666666667,6.666666666666667,Anomaly,40,Unusually high request count.
97.69.121.234,2,3223.0,7.5,Anomaly,40,Unusually high request count.
9704:6fa8:ef2c:4f5e:ec02:6f55:f089:4614,1,8394.0,14.0,Anomaly,30,High data transfer per request.
98.128.168.59,1,13567.0,14.0,Anomaly,30,High data transfer per request.
98.197.20.168,103,6196.194174757282,14.330097087378642,Anomaly,70,Unusually high request count.; High data transfer per request.
98.20.108.88,2,3769.5,11.0,Anomaly,40,Unusually high request count.
98.204.169.92,1,8312.0,20.0,Anomaly,30,High data transfer per request.
98.244.88.231,2,3441.0,18.0,Anomaly,40,Unusually high request count.
98.4.19.103,4,3262.5,10.75,Anomaly,40,Unusually high request count.
98.93.18.87,3,28078.666666666668,19.666666666666668,Anomaly,70,Unusually high request count.; High data transfer per request.
99.201.222.18,1,12380.0,20.0,Anomaly,30,High data transfer per request.
9977:270a:fc68:7b56:f950:cd58:1e76:34e9,1,2387.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
9c23:dcf2:c589:2f19:e5d0:1e41:bfb2:83d0,1,5630.0,4.0,Anomaly,20,Unusual activity outside normal business hours.
9c4d:e65a:58da:ca7e:9a27:2efd:c150:bd23,1,2619.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
9c97:dab6:ae43:77ad:9652:1243:a585:7234,1,12855.0,17.0,Anomaly,30,High data transfer per request.
9d2e:c83c:fbae:99e0:508f:726c:10da:6d89,1,14900.0,15.0,Anomaly,30,High data transfer per request.
9d7c:58f9:1201:33b9:c3ec:4e66:c65b:dfae,1,5552.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
9e2b:fe38:f62:acf5:526f:fe83:83c3:76f9,4,3626.75,16.25,Anomaly,40,Unusually high request count.
9e41:55ed:7911:38a9:3148:783d:86c0:376d,1,7068.0,22.0,Anomaly,30,High data transfer per request.
9ed1:ff44:544c:6e00:d66f:7fa1:a69e:b321,1,2304.0,4.0,Anomaly,20,Unusual activity outside normal business hours.
a00e:c41:b620:4fa7:3920:401e:ea21:5664,1,8814.0,11.0,Anomaly,30,High data transfer per request.
a046:8dfb:3e0a:50f5:a11f:6baf:c621:5ef5,1,12968.0,19.0,Anomaly,30,High data transfer per request.
a286:f0bb:e3f:2391:6702:5a82:77c1:2eda,1,20641.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
a2c8:48da:ba4f:7f26:2a60:f939:2f06:ccaa,1,11864.0,20.0,Anomaly,30,High data transfer per request.
a306:c051:afbb:bb0c:1f70:c338:4fe0:b27b,1,14261.0,21.0,Anomaly,30,High data transfer per request.
a55:6043:f0ea:3a5a:2173:4d36:b020:1701,1,5458.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
a5e4:8fe2:c2b9:be83:820e:95b6:183d:8afa,1,6838.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
a6ad:ee4b:bb36:5932:11c0:e992:c1b8:3a59,1,6004.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
a94b:1229:adf6:b9da:2f70:b028:193d:d071,2,3820.5,15.5,Anomaly,40,Unusually high request count.
a98d:5070:6369:3ee8:a2a5:132f:bc0b:c9f1,2,2837.5,22.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
aa92:20:f17c:d68b:422f:2a1d:bbc0:f3f1,1,6910.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
abcb:6dd6:b5a1:d73b:3b5b:380:b0be:b3,1,9880.0,16.0,Anomaly,30,High data transfer per request.
ad5a:971f:aa5d:f5c7:c952:bba2:a83d:7b51,1,5720.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
b28e:9082:3175:8233:753e:3e73:659a:753,1,5648.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
b500:1bd9:4703:6efd:f465:58b1:d045:ce1c,1,13021.0,18.0,Anomaly,30,High data transfer per request.
b6c7:3f27:236f:72d7:59ed:68e5:801:ac1f,1,6360.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
b82d:8b6c:e29b:3450:f57d:e773:7f60:548,1,5567.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
ba5d:9e57:8a0c:c015:c329:1864:cd31:42d4,2,3437.0,11.5,Anomaly,40,Unusually high request count.
bae3:2eab:c6a4:5230:f3b0:f0fc:a394:23af,1,5799.0,4.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
bbcf:7558:605a:a90a:776:6a1:64e3:619e,1,5969.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
bc9:db5a:642a:59c9:c52a:a066:3738:4a5,2,6253.5,1.0,Anomaly,90,Unusually high request count.; High data transfer per request.; Unusual activity outside normal business hours.
be08:e9b3:5832:74a2:5983:1167:4edf:9ea1,1,8096.0,17.0,Anomaly,30,High data transfer per request.
bf58:e042:e74f:317a:86d0:771d:42d3:7eb8,1,5550.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
bfc1:c8fb:beeb:7d00:82a:5ccd:3eeb:e48e,1,11702.0,15.0,Anomaly,30,High data transfer per request.
c15b:8e0b:2b9b:f1ba:7710:74b8:8ce0:dd9f,1,10893.0,18.0,Anomaly,30,High data transfer per request.
c505:44d3:8aae:4017:c1ee:f4d2:78f0:e4e8,1,11155.0,14.0,Anomaly,30,High data transfer per request.
c522:34:abce:60d9:fedc:1b:9175:1870,1,12669.0,14.0,Anomaly,30,High data transfer per request.
c53e:ba2:5754:b9f7:5a21:c0f3:2739:f3e2,1,12047.0,11.0,Anomaly,30,High data transfer per request.
c5c7:1e57:2e90:5926:4039:c59e:986e:894,1,5615.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
c7e8:af87:8153:87cb:31fc:c03c:fe5b:4596,1,5988.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
