ClientIP,RequestCountByIP,AverageBytesByIP,Hour,ReconstructionError,Anomaly
66.84.248.90,1,4013.0,4.0,2.3744626769074035e-06,Normal
66.87.73.95,1,3425.0,15.0,1.0037665607139605e-07,Normal
66.9.237.234,1,3284.0,17.0,6.583498106987578e-07,Normal
66.97.173.253,1,986.0,19.0,1.1815670272013198e-06,Normal
6605:e15d:7328:3006:a545:99bd:4800:5910,1,2358.0,14.0,5.637646994244891e-07,Normal
660d:f160:c366:b141:d65b:31b2:a03c:f905,1,4334.0,14.0,2.1162954151101625e-07,Normal
661d:c8f7:dcb6:acc0:886f:b1a9:2868:dc96,1,5209.0,5.0,6.194916195350701e-07,Normal
661e:7f17:7c94:f0e1:6fab:6fe8:814e:59fd,1,4742.0,17.0,5.680195475118537e-07,Normal
6623:b5a4:d27a:4d7e:83d4:f0d5:a276:67b6,1,5843.0,19.0,7.047504305189084e-07,Normal
6629:1f11:d259:c633:1b5c:ea1c:4073:a284,1,3414.0,13.0,2.1165304401043412e-07,Normal
663b:9079:87ee:408d:3d25:a5d9:5819:9f1c,1,3472.0,22.0,2.101087597989268e-07,Normal
6653:4104:f71d:d003:3115:7978:efcd:9bf0,1,3423.0,17.0,6.272945466948124e-07,Normal
665e:c3d1:2f0b:7cdd:f253:44f4:cc11:36fd,1,4049.0,11.0,1.7118355361562693e-07,Normal
6662:d3d7:bf53:ea4f:de54:934f:169d:6fc0,1,4031.0,10.0,2.5662067712550175e-07,Normal
6668:7916:3c39:9663:8a28:2589:83d3:30c1,1,4380.0,13.0,2.3148571834053506e-07,Normal
666e:cf1f:54a4:4e1b:e95f:2bfb:ff97:bffa,1,6497.0,15.0,1.2654984578969363e-06,Normal
6674:66b4:7928:3a4b:8280:aabf:f545:55b9,1,4119.0,13.0,2.0507468980097877e-07,Normal
668f:57b2:7cd5:92d:12d1:91df:9e0c:4818,1,2808.0,18.0,6.082945712966471e-07,Normal
6694:cd6:6bae:ddf:40e6:203b:7d26:1401,1,3052.0,0.0,6.042706735575414e-07,Normal
6695:957b:8423:f4c2:e96c:10b8:ee75:15f6,1,3478.0,0.0,6.307730881082928e-07,Normal
669a:6384:f401:4a06:dbba:37cf:8232:4bec,1,2417.0,16.0,3.631418484881228e-07,Normal
669b:b86f:d66b:3a90:3721:2e26:1dfc:b065,1,3660.0,21.0,1.4856256323734912e-07,Normal
66a5:aa73:94:14cb:b04c:3ebb:8610:4d7d,1,4071.0,12.0,1.541432051649667e-07,Normal
66a6:b384:e16d:45b5:6ad5:e7d1:ab42:77ff,1,2811.0,12.0,2.5947044222989167e-07,Normal
66a8:f6c0:b516:5933:87e8:5a49:1c4d:c0e2,1,2807.0,23.0,2.8402176837532793e-06,Anomaly
66b5:5676:f9bd:e6ab:a698:4b8c:9a96:fad1,1,4105.0,19.0,2.531489589902763e-07,Normal
66b8:d95f:1e66:f74b:38bf:1ad0:91c1:45cd,1,4448.0,17.0,5.443869068340216e-07,Normal
66c3:86f9:a28c:6488:d0ea:a663:c813:60c1,1,6855.0,21.0,1.4064202006771446e-06,Normal
66d0:8009:d86b:e7b0:fb6b:21c8:5f6b:8029,1,4535.0,0.0,8.995245025398121e-07,Normal
66d4:1c1e:4743:4ef7:12a8:14c1:ed8e:9df1,1,2359.0,19.0,4.943334843404533e-07,Normal
66d:6fce:ddad:dd86:c848:ba94:7d4b:d1d7,1,3100.0,5.0,4.1631398529964966e-07,Normal
66f3:6dea:48a1:b712:f90e:4f20:2fec:cd2e,1,3577.0,12.0,1.519958413178485e-07,Normal
66f4:a6e9:a335:c995:4d1:7369:2dd8:1a68,1,4158.0,17.0,5.417342646326859e-07,Normal
66f6:d816:a49a:caed:c743:28f3:3da0:dd41,1,4161.0,21.0,1.8951006185354143e-07,Normal
67.102.205.221,1,3807.0,15.0,1.150907067288911e-07,Normal
67.102.98.162,1,2999.0,15.0,1.2802367121343166e-07,Normal
67.111.15.114,1,2786.0,10.0,3.484991942186205e-07,Normal
67.113.154.156,1,4061.0,19.0,2.5061443316089426e-07,Normal
67.120.170.12,2,4275.5,7.5,3.0481279731065773e-06,Anomaly
67.129.105.37,1,4115.0,15.0,1.5405046536838897e-07,Normal
67.139.25.90,1,4086.0,20.0,2.676838186687377e-07,Normal
67.139.80.131,1,5237.0,2.0,3.924085620182624e-07,Normal
67.141.243.176,1,3441.0,11.0,1.697986835353344e-07,Normal
67.148.155.88,1,4079.0,10.0,2.6015085505323776e-07,Normal
67.158.126.18,1,4075.0,12.0,1.5438215868212252e-07,Normal
67.159.169.63,1,5092.0,22.0,1.859158880073696e-06,Normal
67.162.218.63,1,4014.0,0.0,7.312760910392714e-07,Normal
67.162.97.111,1,2783.0,14.0,4.0280443130211856e-07,Normal
67.167.66.185,1,3760.0,21.0,1.520528239039964e-07,Normal
67.170.222.87,1,4361.0,1.0,2.4358618142458404e-07,Normal
67.171.19.97,1,2760.0,13.0,3.200009929110181e-07,Normal
67.175.219.34,1,4100.0,17.0,5.436434619315188e-07,Normal
67.177.151.36,1,2776.0,15.0,1.6106448463792378e-07,Normal
67.177.78.187,1,3536.0,16.0,2.866495204370246e-07,Normal
67.178.212.9,1,2740.0,16.0,3.0866141251091074e-07,Normal
67.186.3.161,1,4095.0,23.0,2.592433717612569e-06,Normal
67.188.93.188,1,3049.0,0.0,6.042480021740329e-07,Normal
67.189.72.202,1,3943.0,21.0,1.6449541644731235e-07,Normal
67.191.104.7,2,5624.0,17.0,5.721451409318706e-06,Anomaly
67.197.28.205,1,2824.0,15.0,1.5286423613742932e-07,Normal
67.2.192.211,1,4165.0,11.0,1.8102295707621951e-07,Normal
67.204.98.170,1,4082.0,17.0,5.443839873195227e-07,Normal
67.207.174.246,1,2805.0,14.0,3.957302967272228e-07,Normal
67.21.126.34,1,3443.0,21.0,1.4904209827428677e-07,Normal
67.215.187.239,1,3149.0,12.0,1.9538536270362544e-07,Normal
67.219.148.163,1,3453.0,13.0,2.0828672156818969e-07,Normal
67.22.214.240,1,4025.0,13.0,1.993783113492417e-07,Normal
67.220.184.130,1,2354.0,11.0,3.786447753276368e-07,Normal
67.226.4.109,2,3518.5,11.0,3.009049621034227e-06,Anomaly
67.226.80.249,1,3446.0,17.0,6.226090325491607e-07,Normal
67.229.55.82,1,3427.0,0.0,6.251584073097708e-07,Normal
67.233.159.132,1,4067.0,10.0,2.592036140004534e-07,Normal
67.239.172.237,1,3920.0,22.0,4.3703157807047335e-07,Normal
67.24.172.47,1,4130.0,22.0,6.046642520853688e-07,Normal
67.240.198.142,1,4077.0,11.0,1.7329636892387033e-07,Normal
67.28.59.70,1,2739.0,20.0,3.739719626582455e-07,Normal
67.30.41.206,1,3945.0,12.0,1.4831038317682254e-07,Normal
67.32.234.56,1,4069.0,1.0,1.9159180254202187e-07,Normal
67.35.241.234,1,3453.0,20.0,2.651973956049781e-07,Normal
67.43.101.84,1,3465.0,12.0,1.5930336286318126e-07,Normal
67.47.186.69,1,3411.0,0.0,6.235357405850572e-07,Normal
67.5.115.253,1,2806.0,12.0,2.6060642765605265e-07,Normal
67.65.50.115,1,2976.0,6.0,5.825544200082718e-07,Normal
67.66.77.43,1,3916.0,13.0,1.9529024552125138e-07,Normal
67.70.72.166,1,3219.0,15.0,1.0794083667170672e-07,Normal
67.74.90.103,1,3146.0,15.0,1.1322678455966477e-07,Normal
67.80.37.188,1,4009.0,17.0,5.483576153457142e-07,Normal
67.81.126.43,1,3416.0,14.0,2.498746100275535e-07,Normal
67.84.77.12,1,4075.0,21.0,1.7833195492180621e-07,Normal
67.9.70.6,1,3437.0,12.0,1.6159627801047233e-07,Normal
67.91.157.118,1,4025.0,13.0,1.993783113492417e-07,Normal
67.94.2.61,1,4068.0,21.0,1.7748128038474935e-07,Normal
67.98.132.136,1,943.0,14.0,1.4395241847074798e-06,Normal
67.98.183.143,1,3660.0,21.0,1.4856256323734912e-07,Normal
6703:9aec:a87e:71f7:6429:697f:7b7c:e6fc,1,3441.0,20.0,2.66032502743403e-07,Normal
6704:ab1f:369:d446:3fbd:feb7:4419:557e,1,5500.0,20.0,6.064129256189046e-07,Normal
6706:78b3:c1a4:39f7:41f7:afba:6002:451c,1,4080.0,11.0,1.7351667639085038e-07,Normal
6707:f62d:211d:4cb2:31bd:c56e:b852:2e3a,1,4099.0,16.0,3.670455698708287e-07,Normal
671f:c392:a6b1:21b6:b77a:c3e7:ed1b:b2ea,1,3449.0,19.0,2.614655666353958e-07,Normal
6722:16d2:8fe7:83b7:6861:2da5:85b:2e79,1,3514.0,22.0,2.2373268246620627e-07,Normal
673d:3c70:acd1:805f:745e:4252:3521:280e,1,2811.0,17.0,8.000410460631731e-07,Normal
673d:a0f:c795:3085:8c8c:99d:f0:86ff,1,3223.0,21.0,1.6079199546098657e-07,Normal
6740:2071:1631:cdf7:302d:7381:389a:3494,1,2835.0,13.0,3.025492791546998e-07,Normal
676d:c024:cbf7:c7be:b83c:7925:3070:e16f,1,3445.0,18.0,5.863654275605416e-07,Normal
6785:f171:305b:c7a3:6083:9909:8925:fe74,1,2808.0,2.0,5.478218312069116e-07,Normal
678:d977:f07:9efc:89dc:d09a:465e:538b,1,2944.0,2.0,4.768760195428598e-07,Normal
678d:6647:c4a2:7d1f:384c:a20d:4006:5183,1,4175.0,18.0,6.818669042861496e-07,Normal
6793:4b4f:ec8f:b1ef:4fed:6298:35af:73b9,1,3283.0,23.0,2.7006041638169616e-06,Normal
6798:1675:4fb7:1601:b430:f771:83d:3a0,1,4072.0,12.0,1.5419393982708495e-07,Normal
67a7:963c:efd2:2e33:db71:2057:eedd:b77b,1,4090.0,16.0,3.6516726807851775e-07,Normal
67b8:2430:b616:2e7d:7e3:2326:61e5:fbe4,1,4072.0,23.0,2.5933864031766745e-06,Normal
67b:1d9b:b261:a4dc:dd35:7ee1:6088:50b1,1,2654.0,15.0,1.8455381224012352e-07,Normal
67bb:ea7:8714:1f24:86b6:e950:1106:99ee,1,2832.0,18.0,6.057020079496448e-07,Normal
67bc:74e0:1532:5b77:7bb6:19c1:d72c:e899,1,29806.0,3.0,0.00017101380686510397,Anomaly
67bc:e086:66f3:c3a9:4b83:a0f2:2310:14a4,1,2669.0,20.0,3.9109515135960317e-07,Normal
67bf:8513:d398:ca86:6195:e20c:3ad2:4402,1,4885.0,19.0,3.7116281080397866e-07,Normal
67ed:23b2:656f:a1bb:2379:585b:7d1e:5a6b,1,4076.0,1.0,1.9252513163893028e-07,Normal
67f7:d43:d1d4:5e7e:f545:e1ee:3b99:9180,1,5292.0,15.0,5.247618443401754e-07,Normal
68.101.167.33,1,5035.0,23.0,2.6555204157063356e-06,Normal
68.101.167.9,1,3417.0,1.0,1.6740177226292938e-07,Normal
68.103.208.182,1,3437.0,21.0,1.4921535659828803e-07,Normal
68.104.125.118,1,3437.0,12.0,1.6159627801047233e-07,Normal
68.106.146.9,1,3311.0,15.0,1.0321228595078423e-07,Normal
68.106.8.32,1,4071.0,21.0,1.7783042091721626e-07,Normal
68.111.2.99,1,3444.0,18.0,5.862927890875407e-07,Normal
68.114.100.176,1,4051.0,16.0,3.571727114643152e-07,Normal
68.116.190.39,1,4106.0,15.0,1.5256570883606685e-07,Normal
68.120.109.154,1,3466.0,17.0,6.186360173899698e-07,Normal
68.135.227.14,1,3444.0,11.0,1.695893084477571e-07,Normal
68.139.74.179,1,4010.0,17.0,5.482804528128673e-07,Normal
68.142.39.80,1,4304.0,18.0,7.121079756183959e-07,Normal
68.147.187.160,1,3916.0,13.0,1.9529024552125138e-07,Normal
68.151.223.59,1,3417.0,14.0,2.497004877541692e-07,Normal
68.151.239.126,1,3305.0,19.0,2.765248260635012e-07,Normal
68.152.119.19,2,4915.0,21.0,5.204602317473424e-06,Anomaly
68.156.200.52,1,3300.0,0.0,6.140651949763339e-07,Normal
68.161.207.6,1,5013.0,20.0,4.380403247289888e-07,Normal
68.164.101.47,1,4081.0,22.0,5.620784977307913e-07,Normal
68.172.246.141,1,4066.0,15.0,1.4624118556839032e-07,Normal
68.172.70.245,1,3919.0,13.0,1.9537285058885333e-07,Normal
68.182.120.25,1,2778.0,20.0,3.650164190785433e-07,Normal
68.183.97.38,1,4061.0,21.0,1.7665462411952794e-07,Normal
68.190.103.229,1,4049.0,17.0,5.460419190791848e-07,Normal
68.198.23.238,1,4101.0,18.0,6.663676209334582e-07,Normal
68.20.13.60,1,4021.0,17.0,5.476408463388648e-07,Normal
68.203.48.147,1,3404.0,21.0,1.5029838629087226e-07,Normal
68.210.202.179,1,5398.0,17.0,6.964930519386063e-07,Normal
68.211.238.111,1,3543.0,14.0,2.3164268291139135e-07,Normal
68.216.140.69,1,3436.0,12.0,1.6166624341490863e-07,Normal
68.217.146.40,1,3472.0,11.0,1.678138480464096e-07,Normal
68.230.160.213,1,3939.0,20.0,2.588700997817256e-07,Normal
68.232.85.119,1,3913.0,16.0,3.3178222898287756e-07,Normal
68.241.181.135,1,5931.0,19.0,7.457722590505002e-07,Normal
68.242.140.139,1,4120.0,16.0,3.716316604780174e-07,Normal
68.250.202.252,1,3458.0,9.0,4.0563044899814876e-07,Normal
68.252.55.128,1,3535.0,22.0,2.3111766232984562e-07,Normal
68.255.85.56,1,4295.0,21.0,2.103955955951316e-07,Normal
68.32.100.191,1,3110.0,21.0,1.71245133287948e-07,Normal
68.33.135.129,1,3411.0,1.0,1.677704501707616e-07,Normal
68.47.232.251,1,2330.0,23.0,3.048438656153454e-06,Anomaly
68.47.237.28,1,3458.0,12.0,1.5985633506673796e-07,Normal
68.48.18.104,1,4726.0,16.0,5.497552201362682e-07,Normal
68.49.219.122,1,3572.0,19.0,2.5242102806917454e-07,Normal
68.52.167.122,1,3167.0,14.0,2.9763328260986896e-07,Normal
68.52.95.20,1,3423.0,10.0,2.572496876688608e-07,Normal
68.7.125.2,1,4059.0,15.0,1.4516008299468134e-07,Normal
68.7.143.39,1,3382.0,14.0,2.55396149859849e-07,Normal
68.70.43.100,1,8814.0,22.0,1.36156688432606e-05,Anomaly
68.75.237.9,1,4040.0,21.0,1.7425586480606488e-07,Normal
68.97.239.251,1,3918.0,17.0,5.551009487031277e-07,Normal
6804:31ca:d656:5afc:ac55:6d31:24fc:4dfb,1,5258.0,19.0,4.764207867900003e-07,Normal
6805:9ec4:e50:2889:7d2a:2bb6:6e9f:4ad3,1,4053.0,15.0,1.4425362706370253e-07,Normal
6806:4f73:4c8a:d22e:8bc6:817d:de04:a77b,1,5243.0,0.0,1.2391775714955632e-06,Normal
6811:efe4:38a1:49c8:aaf3:3ed6:60fb:ab21,1,3426.0,20.0,2.6717525219976067e-07,Normal
681a:18ae:1213:4909:9302:fe19:ef94:971,1,2839.0,14.0,3.8514203210273205e-07,Normal
6824:1e3d:331d:8a3c:66e9:bfc8:5aca:bd89,1,3471.0,3.0,5.910888313196795e-07,Normal
6829:de72:7ae4:a729:226d:cabf:4a14:c65d,1,4109.0,17.0,5.433028313434475e-07,Normal
682d:76c:9bd1:7e7c:a282:2807:a2b:9dc1,1,3564.0,17.0,6.005715309694103e-07,Normal
682f:4367:2539:65e:7354:d6f3:6085:af0e,1,5701.0,16.0,1.0272173766230739e-06,Normal
6833:355b:f7a0:d419:23f6:a2dc:7dfd:6523,1,4171.0,22.0,6.420134466359368e-07,Normal
6834:38e0:4738:9212:ae0c:2140:8982:1601,1,3950.0,17.0,5.524261158959746e-07,Normal
6834:c918:beed:5030:ae5b:c600:9571:8117,1,4077.0,19.0,2.514898870044346e-07,Normal
6840:cb65:1222:369:fac7:9f85:433f:c645,1,3452.0,12.0,1.6032825665842513e-07,Normal
6844:5d63:63d3:eb27:106c:b963:6b6:2eb8,1,3455.0,12.0,1.6010402725433663e-07,Normal
684a:b791:6a67:e2c6:6e2f:8bd4:625f:c7f7,1,3316.0,19.0,2.7520977913973786e-07,Normal
6856:8a1c:3f0f:1cfb:e737:2bd:55c1:c939,1,4118.0,19.0,2.539898595067726e-07,Normal
6857:dd82:ef69:3b1c:ff5a:d959:f7a4:ca23,1,3486.0,2.0,2.679079574146919e-07,Normal
686b:373d:1ffc:535a:7956:72e7:66ba:3c10,1,4098.0,20.0,2.686104137112219e-07,Normal
687c:3261:f5bf:4b85:e1cf:afc4:f943:cf2f,1,4098.0,18.0,6.65723273700369e-07,Normal
688c:c1b1:c20a:b75a:3a6b:49bf:beb0:82c6,1,3099.0,14.0,3.1349303697409206e-07,Normal
6896:bb45:7523:eb4c:8444:e29a:7345:ad57,1,3105.0,0.0,6.050435583186148e-07,Normal
68af:ed9f:3dac:549a:3:7d7c:8fcb:1c67,1,4079.0,15.0,1.4827228442886648e-07,Normal
68c7:c7e8:9c7e:5cc1:d382:ad3c:587:3c01,1,4092.0,12.0,1.5547504318455e-07,Normal
68d5:96c:f8e2:1dc2:38ec:f8d8:c3c4:fa63,1,4532.0,9.0,4.656868158909539e-07,Normal
68e1:e55d:cf94:6a06:b3a8:7f04:8656:cac5,1,3465.0,14.0,2.42306941768095e-07,Normal
68e7:a424:6f81:11bc:9b97:aac9:4e27:5fc2,1,3755.0,21.0,1.518316761094586e-07,Normal
68f5:6316:7f35:10fa:a74d:aaaa:49e5:7d4e,1,3436.0,18.0,5.859701414571897e-07,Normal
68fc:9e6a:f903:1f7c:aa18:e941:171a:3015,1,4079.0,0.0,7.484808086982875e-07,Normal
69.10.142.80,1,4011.0,23.0,2.5965217031106484e-06,Normal
69.100.255.2,1,3777.0,22.0,3.4510090105861476e-07,Normal
69.103.42.193,1,3428.0,20.0,2.670217726107958e-07,Normal
69.105.131.125,1,4062.0,20.0,2.659303999700438e-07,Normal
69.109.20.213,1,3616.0,22.0,2.634249929860363e-07,Normal
69.11.18.118,1,2779.0,21.0,2.1915689909829477e-07,Normal
69.114.146.48,1,4292.0,19.0,2.688232272697249e-07,Normal
69.123.151.199,1,6555.0,20.0,1.1561522553695223e-06,Normal
69.128.147.8,1,2897.0,12.0,2.4067336607265465e-07,Normal
69.132.130.200,1,3537.0,14.0,2.3241364559271264e-07,Normal
69.140.66.41,1,3438.0,14.0,2.4637863559141067e-07,Normal
69.153.109.179,1,4083.0,18.0,6.628524908331707e-07,Normal
69.154.21.75,1,3412.0,19.0,2.648829819465449e-07,Normal
69.157.188.120,1,4082.0,14.0,2.0058889352221654e-07,Normal
69.157.219.81,1,3458.0,21.0,1.486663330861535e-07,Normal
69.161.49.253,1,4048.0,19.0,2.5000047346697923e-07,Normal
69.172.86.133,1,3779.0,17.0,5.692367293330568e-07,Normal
69.173.47.23,1,2978.0,6.0,5.818012633747117e-07,Normal
69.175.151.102,1,3213.0,17.0,6.761005442556629e-07,Normal
69.180.255.21,1,3888.0,0.0,7.00996991976769e-07,Normal
69.180.64.193,1,3426.0,15.0,1.0037511390967486e-07,Normal
69.181.243.73,1,4100.0,14.0,2.00807117953454e-07,Normal
69.182.1.96,1,3504.0,17.0,6.113382780830868e-07,Normal
69.188.242.99,1,4270.0,16.0,4.072485921470169e-07,Normal
69.193.162.71,1,3446.0,19.0,2.617629326412496e-07,Normal
69.194.176.182,1,3541.0,19.0,2.543531489720129e-07,Normal
69.198.160.165,1,4044.0,14.0,2.002868301320985e-07,Normal
69.200.30.30,1,3453.0,14.0,2.44099632420671e-07,Normal
69.201.19.137,1,3537.0,13.0,2.022853558230495e-07,Normal
69.202.232.96,1,10232.0,23.0,6.5652798796755215e-06,Anomaly
69.204.150.26,1,4101.0,12.0,1.5606393427173178e-07,Normal
69.21.69.243,1,4116.0,12.0,1.5710127624314467e-07,Normal
69.210.2.188,2,3276.0,12.0,3.4675908345925364e-06,Anomaly
69.211.86.187,1,5325.0,12.0,4.088302023527571e-07,Normal
69.221.137.247,1,3286.0,22.0,1.69033231972432e-07,Normal
69.221.172.176,1,3634.0,14.0,2.2115585100288421e-07,Normal
69.221.26.140,1,3444.0,19.0,2.619311339148335e-07,Normal
69.225.230.155,1,5009.0,11.0,3.444347353977422e-07,Normal
69.230.71.12,1,4075.0,14.0,2.005067446979049e-07,Normal
69.238.197.95,1,3409.0,13.0,2.121182479556723e-07,Normal
69.255.107.50,1,2806.0,18.0,6.085085283869127e-07,Normal
69.36.100.158,1,4044.0,2.0,1.7551465162425338e-07,Normal
69.42.166.184,1,4225.0,1.0,2.162027909823685e-07,Normal
69.42.54.26,1,6840.0,17.0,1.3438090440841916e-06,Normal
69.43.143.36,1,14312.0,11.0,1.2396055686775218e-05,Anomaly
69.46.208.79,1,4098.0,15.0,1.5127542111196098e-07,Normal
69.47.235.197,1,4094.0,0.0,7.526045088025968e-07,Normal
69.48.246.26,1,4068.0,16.0,3.605690288302346e-07,Normal
69.5.152.167,1,3472.0,15.0,1.0017802481439212e-07,Normal
69.56.45.170,1,4071.0,10.0,2.5952311782866373e-07,Normal
69.58.203.32,1,4079.0,10.0,2.6015085505323776e-07,Normal
69.6.32.172,1,5210.0,6.0,5.290496883671298e-07,Normal
69.63.10.111,1,3445.0,10.0,2.557612425296998e-07,Normal
69.70.198.143,1,3473.0,12.0,1.5868667170384575e-07,Normal
69.72.156.212,1,5198.0,13.0,4.146114783244893e-07,Normal
69.78.8.254,65,6084.584615384615,14.646153846153846,2.804033703383646e-05,Anomaly
69.91.113.164,1,2329.0,19.0,5.046095194160348e-07,Normal
69.92.187.68,1,3911.0,11.0,1.6346819339204523e-07,Normal
69.98.166.206,1,4345.0,0.0,8.301366520177863e-07,Normal
6901:8785:b8cf:2235:fd89:e390:eb5b:85ce,1,3945.0,14.0,2.013596209215557e-07,Normal
690b:ea2:68b7:dcac:e378:e3ab:339e:6659,1,5453.0,15.0,6.026172237104692e-07,Normal
6937:5ae1:578c:2b94:1fbc:4af:45b4:2f52,1,4298.0,13.0,2.2150435918920755e-07,Normal
693b:9870:b839:62bf:4c76:f6ad:700a:843,2,4113.5,17.0,5.9693707674438405e-06,Anomaly
693f:d8b0:ef30:ef28:18e5:2b89:544d:212,1,3765.0,14.0,2.097770888599968e-07,Normal
6942:76f2:ef93:1864:3c90:31d:c826:308d,1,2931.0,17.0,7.588142190179926e-07,Normal
694:7580:b548:30a4:5329:581f:48da:cd43,1,2821.0,22.0,2.0530250705806504e-07,Normal
6952:602a:1c87:9904:87e9:6023:2fb0:1232,1,2935.0,19.0,3.3713463231425613e-07,Normal
6953:2c63:95f8:4e3:9d25:f925:7f73:9099,1,2882.0,9.0,4.848773572934847e-07,Normal
695:7b5d:7f11:55a9:9943:695a:1b72:ef13,1,3951.0,10.0,2.5188576294563896e-07,Normal
6960:5ec9:2104:ef0:f785:5822:d7b7:c77a,1,3455.0,23.0,2.664692783796556e-06,Normal
6961:bc20:d35b:c98c:3ceb:2a04:4958:ec44,1,2918.0,13.0,2.847762478548306e-07,Normal
6967:bb2d:3ecb:af25:302d:bf76:b8c0:f523,1,4135.0,3.0,3.312781674427507e-07,Normal
696a:750e:bf77:2b7c:479f:a51:5090:e7e8,1,3445.0,0.0,6.270641293248595e-07,Normal
696f:7958:9b3:3b94:a8b5:4a73:c1d4:eac8,1,4124.0,10.0,2.6392088254854173e-07,Normal
696f:d8c8:30cb:17a1:7c21:1363:167e:7181,1,3472.0,11.0,1.678138480464096e-07,Normal
6975:9574:b101:14a6:fad0:b02e:3620:5387,1,5058.0,8.0,4.156760319510735e-07,Normal
6980:f153:5381:770:36fb:d455:2bc4:e52b,1,5615.0,20.0,6.540844085913937e-07,Normal
6982:f0d4:bf2b:f20f:4503:e75:318d:d43e,1,3676.0,14.0,2.1700555873362039e-07,Normal
6985:8405:45ad:e6a0:93f3:b779:e745:a277,1,2884.0,20.0,3.4233608809690044e-07,Normal
6987:4293:59aa:6507:ef22:d4f4:8d26:7743,1,2835.0,11.0,2.5264485164378394e-07,Normal
6988:38d:8188:8976:27c2:ed7c:92dc:536c,1,3311.0,9.0,4.1841578854861517e-07,Normal
69a6:1072:ec84:fbb0:9bb6:11e6:9337:d989,1,5879.0,17.0,8.56878057937921e-07,Normal
69b0:6ac9:db8b:f53c:9a9d:9559:9ef0:5548,1,5330.0,15.0,5.425345031910286e-07,Normal
69b9:d8c2:2b76:8594:c3d:31c6:b908:3a2a,1,4107.0,20.0,2.693414703949952e-07,Normal
69c0:2a5a:d11e:ee18:4536:f8ea:86d2:7270,1,3416.0,16.0,2.7977967912850113e-07,Normal
69c6:69e7:dced:9782:7750:8bb0:dac3:76ec,1,4024.0,2.0,1.7668981903465792e-07,Normal
69d6:39d1:ef43:6d98:40c7:8f77:7a17:5aa0,1,4086.0,10.0,2.6068402846944093e-07,Normal
69e0:9306:77d:18a8:da77:df22:17fc:fccf,1,4096.0,19.0,2.5260224005603075e-07,Normal
69e4:f160:77a4:8952:87a4:ed4:617e:a839,1,2838.0,19.0,3.5823112821310726e-07,Normal
69e7:ec1c:6cec:8b37:438d:f92:22c0:cc94,1,4290.0,1.0,2.286002606801661e-07,Normal
69f3:d40d:4c69:33e9:d961:975c:2b7e:b385,1,4064.0,1.0,1.9091144143051463e-07,Normal
69fb:93ba:252f:8b6c:ad26:c1e4:317c:4e36,1,3466.0,2.0,2.7353927638731314e-07,Normal
6a07:a0a1:3077:6ba7:794e:a49:a3be:8d54,1,2778.0,22.0,2.188076983305617e-07,Normal
6a08:a321:988f:6482:5631:86cb:a32:2af4,1,2822.0,22.0,2.0501065669262176e-07,Normal
6a0d:b2fe:a113:a4a5:529b:6916:5839:f210,1,3785.0,20.0,2.549562229714672e-07,Normal
6a11:2343:5b1d:3689:88f1:235b:d7ed:28dc,1,4067.0,0.0,7.452218089911009e-07,Normal
6a18:ae98:c4b2:ac55:7c45:6d5e:c9ca:ea3,1,2741.0,12.0,2.7602996659277716e-07,Normal
6a2f:6bf5:a1ea:200f:ac3d:b6f7:a852:ee46,1,3469.0,20.0,2.6412555585487175e-07,Normal
6a34:e77:3d4f:a138:fadf:8ac3:f04f:33ae,1,4111.0,17.0,5.431983979348319e-07,Normal
6a43:f2a:e803:b8d:2438:ffd9:8a10:e474,1,5562.0,20.0,6.317411481429606e-07,Normal
6a45:1f12:e94a:91a:be7a:5bcc:dd83:1394,1,3512.0,8.0,2.904553985286936e-07,Normal
6a48:714a:e41f:7360:3d9b:33ed:c8ef:fc5,1,4100.0,19.0,2.528620777165943e-07,Normal
6a65:7dda:5d6:3703:b039:77bd:e195:f51f,1,2811.0,21.0,2.1339561447102527e-07,Normal
6a72:a88b:db55:7036:bc08:27b7:95ba:23dc,1,4105.0,5.0,3.28332119747432e-07,Normal
6a89:6b7d:9d5f:da08:e831:31e:9c05:ee79,1,4067.0,21.0,1.7737009469650021e-07,Normal
6a9c:e907:685a:f0a4:4117:2164:16b4:8c05,1,2811.0,19.0,3.644837232656013e-07,Normal
6aa1:f17:b586:359f:d62e:4db3:5b16:880a,1,4067.0,16.0,3.604373583544587e-07,Normal
6ab1:756e:2c46:3dcc:12a7:972a:9460:b7,1,2793.0,0.0,6.108140424893394e-07,Normal
6ac6:e681:bc22:5a9d:d0c7:444b:3db7:17f1,1,3442.0,15.0,1.0023382207881655e-07,Normal
6ac7:1928:c11a:9e84:fe8b:64a3:a5c8:feb5,1,4084.0,5.0,3.267254182598124e-07,Normal
6acb:3ad:849a:95cd:2273:a691:f380:5d7e,1,2361.0,13.0,4.347111191835789e-07,Normal
6ad6:31e0:1a0a:6011:6524:8fd9:60c:6379,1,3445.0,13.0,2.089701768494265e-07,Normal
6ad:78ff:88ee:72a1:8306:c841:dd07:5308,1,3445.0,16.0,2.811326523417043e-07,Normal
6ae3:27c0:58f1:be4a:ceae:8906:9ab1:c983,1,5018.0,23.0,2.6526836086113086e-06,Normal
6b00:bd42:f394:59ce:453b:c85:681e:b400,1,4099.0,13.0,2.0369146947167072e-07,Normal
6b1:12f4:4f8b:461:6d7d:78dc:2cb3:d1d4,1,3490.0,12.0,1.5742678220248283e-07,Normal
